entry_time,entry_price,units,exit_time,exit_price,profit
2019-02-15 22:00:00,39.45,1,2019-02-16 15:00:00,42.11,2.6599999999999966
2019-02-17 12:00:00,35.09,1,2019-02-17 15:00:00,39.36,4.269999999999996
2019-02-18 22:00:00,35.87,1,2019-02-19 06:00:00,48.68,12.810000000000002
2019-02-19 10:00:00,36.45,1,2019-02-19 15:00:00,42.9,6.449999999999996
2019-02-19 23:00:00,35.26,1,2019-02-20 05:00:00,49.12,13.86
2019-02-20 23:00:00,37.13,1,2019-02-21 06:00:00,49.78,12.649999999999999
2019-02-21 11:00:00,36.44,1,2019-02-21 15:00:00,46.3,9.86
2019-02-22 22:00:00,39.6,1,2019-02-23 15:00:00,42.34,2.740000000000002
2019-02-24 12:00:00,35.0,1,2019-02-24 16:00:00,42.37,7.369999999999997
2019-02-25 23:00:00,37.1,1,2019-02-26 05:00:00,48.74,11.64
2019-02-27 02:00:00,37.99,1,2019-02-27 05:00:00,50.84,12.850000000000001
2019-02-27 22:00:00,36.21,1,2019-02-28 05:00:00,42.45,6.240000000000002
2019-03-02 01:00:00,41.09,1,2019-03-02 07:00:00,47.89,6.799999999999997
2019-03-02 12:00:00,40.21,1,2019-03-02 17:00:00,46.49,6.280000000000001
2019-03-02 19:00:00,38.27,1,2019-03-03 15:00:00,15.0,-23.270000000000003
2019-03-04 01:00:00,-6.86,1,2019-03-04 05:00:00,25.83,32.69
2019-03-04 22:00:00,-2.39,1,2019-03-05 05:00:00,33.49,35.88
2019-03-06 10:00:00,29.79,1,2019-03-06 17:00:00,43.7,13.910000000000004
2019-03-06 20:00:00,28.96,1,2019-03-07 05:45:00,31.58,2.6199999999999974
2019-03-07 22:00:00,7.01,1,2019-03-08 05:00:00,25.78,18.770000000000003
2019-03-09 01:00:00,4.24,1,2019-03-09 17:00:00,22.8,18.560000000000002
2019-03-09 23:00:00,-23.04,1,2019-03-10 05:00:00,4.97,28.009999999999998
2019-03-12 03:00:00,32.92,1,2019-03-12 05:00:00,46.83,13.909999999999997
2019-03-12 11:00:00,35.82,1,2019-03-12 17:00:00,44.02,8.200000000000003
2019-03-12 19:00:00,33.01,1,2019-03-13 06:00:00,36.48,3.469999999999999
2019-03-13 09:00:00,2.28,1,2019-03-13 14:00:00,20.07,17.79
2019-03-14 22:00:00,19.76,1,2019-03-15 06:00:00,40.79,21.029999999999998
2019-03-15 21:00:00,0.07,1,2019-03-16 06:00:00,21.59,21.52
2019-03-16 22:00:00,2.1,1,2019-03-17 16:00:00,5.33,3.23
2019-03-19 23:00:00,38.28,1,2019-03-20 06:00:00,46.89,8.61
2019-03-20 23:00:00,35.47,1,2019-03-21 05:00:00,44.03,8.560000000000002
2019-03-21 12:00:00,34.5,1,2019-03-21 16:00:00,43.4,8.899999999999999
2019-03-22 11:00:00,35.0,1,2019-03-22 16:00:00,44.05,9.049999999999997
2019-03-23 00:00:00,34.94,1,2019-03-23 16:00:00,37.0,2.0600000000000023
2019-03-24 11:00:00,31.1,1,2019-03-24 17:00:00,39.37,8.269999999999996
2019-03-24 23:00:00,24.34,1,2019-03-25 05:00:00,34.45,10.110000000000003
2019-03-27 23:00:00,32.73,1,2019-03-28 05:00:00,44.48,11.75
2019-03-29 00:00:00,34.1,1,2019-03-29 05:00:00,45.56,11.46
2019-03-29 10:00:00,34.49,1,2019-03-29 16:00:00,44.0,9.509999999999998
2019-03-30 05:00:00,33.51,1,2019-03-30 16:00:00,37.39,3.8800000000000026
2019-03-31 09:00:00,25.17,1,2019-03-31 16:00:00,33.97,8.799999999999997
2019-04-01 21:00:00,30.65,1,2019-04-02 04:00:00,40.29,9.64
2019-04-03 23:00:00,35.12,1,2019-04-04 04:00:00,44.67,9.550000000000004
2019-04-05 00:00:00,34.49,1,2019-04-05 04:00:00,44.84,10.350000000000001
2019-04-06 01:00:00,36.1,1,2019-04-06 06:00:00,44.06,7.960000000000001
2019-04-06 10:00:00,34.56,1,2019-04-06 16:00:00,41.28,6.719999999999999
2019-04-07 11:00:00,31.5,1,2019-04-07 16:00:00,42.9,11.399999999999999
2019-04-08 21:00:00,37.44,1,2019-04-09 04:00:00,47.2,9.760000000000005
2019-04-10 00:00:00,36.54,1,2019-04-10 04:00:00,46.99,10.450000000000003
2019-04-11 01:00:00,36.52,1,2019-04-11 04:00:00,47.91,11.389999999999993
2019-04-12 00:00:00,37.95,1,2019-04-12 04:00:00,49.62,11.669999999999995
2019-04-12 14:00:00,38.57,1,2019-04-12 16:00:00,46.43,7.859999999999999
2019-04-13 01:45:00,40.11,1,2019-04-13 05:30:00,45.1,4.990000000000002
2019-04-13 09:00:00,39.85,1,2019-04-13 16:00:00,43.03,3.1799999999999997
2019-04-13 21:00:00,35.08,1,2019-04-14 06:00:00,40.36,5.280000000000001
2019-04-14 10:00:00,34.89,1,2019-04-14 16:00:00,41.87,6.979999999999997
2019-04-15 10:00:00,32.05,1,2019-04-15 16:00:00,47.01,14.96
2019-04-16 11:00:00,32.95,1,2019-04-16 15:00:00,44.5,11.549999999999997
2019-04-16 22:00:00,33.5,1,2019-04-17 04:00:00,46.82,13.32
2019-04-17 11:00:00,34.09,1,2019-04-17 16:00:00,46.09,12.0
2019-04-18 01:00:00,35.02,1,2019-04-18 04:00:00,47.82,12.799999999999997
2019-04-18 11:00:00,30.13,1,2019-04-18 16:00:00,45.09,14.960000000000004
2019-04-18 23:00:00,32.54,1,2019-04-19 05:00:00,40.5,7.960000000000001
2019-04-19 10:00:00,25.47,1,2019-04-19 15:00:00,35.3,9.829999999999998
2019-04-20 11:00:00,22.8,1,2019-04-20 15:00:00,38.03,15.23
2019-04-21 11:00:00,10.0,1,2019-04-21 15:45:00,31.88,21.88
2019-04-21 23:00:00,19.18,1,2019-04-22 16:00:00,-0.39,-19.57
2019-04-24 23:00:00,26.1,1,2019-04-25 03:00:00,37.89,11.79
2019-04-26 21:00:00,37.05,1,2019-04-27 16:00:00,38.02,0.970000000000006
2019-04-29 22:00:00,34.0,1,2019-04-30 04:00:00,45.62,11.619999999999997
2019-04-30 12:00:00,34.98,1,2019-04-30 16:00:00,47.09,12.110000000000007
2019-04-30 23:00:00,35.2,1,2019-05-01 16:00:00,29.65,-5.550000000000004
2019-05-03 01:15:00,32.48,1,2019-05-03 04:00:00,41.95,9.470000000000006
2019-05-03 13:00:00,35.61,1,2019-05-03 16:00:00,42.01,6.399999999999999
2019-05-04 00:00:00,35.56,1,2019-05-04 05:15:00,40.87,5.309999999999995
2019-05-04 12:00:00,34.95,1,2019-05-04 16:00:00,41.4,6.449999999999996
2019-05-04 23:00:00,32.02,1,2019-05-05 16:00:00,32.44,0.4199999999999946
2019-05-07 02:45:00,40.03,1,2019-05-07 04:00:00,51.59,11.560000000000002
2019-05-07 23:00:00,39.03,1,2019-05-08 05:00:00,49.44,10.409999999999997
2019-05-08 11:00:00,38.19,1,2019-05-09 04:00:00,45.99,7.800000000000004
2019-05-10 00:00:00,37.54,1,2019-05-10 04:00:00,47.63,10.090000000000003
2019-05-10 11:00:00,37.5,1,2019-05-10 16:00:00,48.9,11.399999999999999
2019-05-11 00:00:00,37.94,1,2019-05-11 07:30:00,43.0,5.060000000000002
2019-05-11 11:00:00,36.22,1,2019-05-12 16:00:00,30.34,-5.879999999999999
2019-05-15 13:00:00,34.28,1,2019-05-15 16:00:00,44.11,9.829999999999998
2019-05-15 22:00:00,34.5,1,2019-05-16 04:00:00,42.7,8.200000000000003
2019-05-16 23:00:00,35.18,1,2019-05-17 04:00:00,41.13,5.950000000000003
2019-05-17 23:00:00,34.39,1,2019-05-18 16:00:00,43.09,8.700000000000003
2019-05-19 11:00:00,29.64,1,2019-05-19 16:00:00,38.28,8.64
2019-05-20 21:00:00,37.66,1,2019-05-21 05:00:00,50.08,12.420000000000002
2019-05-21 22:00:00,32.66,1,2019-05-22 05:00:00,46.6,13.940000000000005
2019-05-22 23:00:00,33.32,1,2019-05-23 04:00:00,40.8,7.479999999999997
2019-05-24 11:15:00,35.85,1,2019-05-24 17:00:00,44.88,9.030000000000001
2019-05-25 00:00:00,35.07,1,2019-05-25 16:00:00,37.48,2.4099999999999966
2019-05-26 00:00:00,29.44,1,2019-05-26 16:00:00,33.01,3.5699999999999967
2019-05-28 21:00:00,34.07,1,2019-05-29 04:15:00,42.87,8.799999999999997
2019-05-29 21:15:00,34.55,1,2019-05-30 15:00:00,25.1,-9.449999999999996
2019-06-01 00:00:00,28.23,1,2019-06-01 16:00:00,36.95,8.720000000000002
2019-06-02 05:00:00,23.31,1,2019-06-02 15:00:00,23.49,0.17999999999999972
2019-06-04 21:00:00,28.01,1,2019-06-05 04:00:00,37.52,9.510000000000002
2019-06-05 22:00:00,28.5,1,2019-06-06 05:00:00,40.73,12.229999999999997
2019-06-07 10:00:00,30.09,1,2019-06-07 17:00:00,42.04,11.95
2019-06-07 22:00:00,-0.05,1,2019-06-08 17:00:00,10.54,10.59
2019-06-11 02:00:00,25.92,1,2019-06-11 04:00:00,43.29,17.369999999999997
2019-06-12 00:00:00,33.43,1,2019-06-12 04:00:00,47.82,14.39
2019-06-12 13:00:00,34.09,1,2019-06-12 16:00:00,48.5,14.409999999999997
2019-06-12 22:00:00,29.78,1,2019-06-13 05:00:00,48.01,18.229999999999997
2019-06-13 09:00:00,30.18,1,2019-06-13 16:00:00,50.09,19.910000000000004
2019-06-15 00:00:00,29.92,1,2019-06-15 16:00:00,35.73,5.809999999999995
2019-06-16 03:00:00,23.88,1,2019-06-16 15:00:00,30.71,6.830000000000002
2019-06-18 01:15:00,30.05,1,2019-06-18 05:00:00,51.74,21.69
2019-06-19 22:00:00,30.8,1,2019-06-20 06:00:00,39.68,8.879999999999999
2019-06-21 12:00:00,32.41,1,2019-06-21 16:00:00,40.79,8.380000000000003
2019-06-21 23:00:00,31.91,1,2019-06-22 16:00:00,34.73,2.8199999999999967
2019-06-22 22:00:00,28.1,1,2019-06-23 15:00:00,25.1,-3.0
2019-06-25 00:00:00,24.48,1,2019-06-25 05:00:00,43.91,19.429999999999996
2019-06-26 22:00:00,28.0,1,2019-06-27 05:00:00,43.29,15.29
2019-06-28 23:00:00,31.63,1,2019-06-29 16:00:00,40.0,8.370000000000001
2019-06-30 00:00:00,21.55,1,2019-06-30 15:00:00,20.05,-1.5
2019-07-02 01:00:00,24.75,1,2019-07-02 05:00:00,36.12,11.369999999999997
2019-07-04 00:00:00,28.06,1,2019-07-04 04:00:00,36.99,8.930000000000003
2019-07-05 00:00:00,27.8,1,2019-07-05 04:00:00,34.62,6.819999999999997
2019-07-06 02:00:00,30.01,1,2019-07-06 20:00:00,32.12,2.109999999999996
2019-07-06 23:00:00,25.98,1,2019-07-07 15:00:00,25.62,-0.35999999999999943
2019-07-08 22:00:00,31.56,1,2019-07-09 04:00:00,36.16,4.599999999999998
2019-07-10 03:45:00,33.5,1,2019-07-10 04:00:00,41.92,8.420000000000002
2019-07-11 00:00:00,35.12,1,2019-07-11 04:00:00,42.41,7.289999999999999
2019-07-11 22:00:00,38.94,1,2019-07-12 04:00:00,48.39,9.450000000000003
2019-07-12 13:00:00,38.0,1,2019-07-12 16:00:00,50.9,12.899999999999999
2019-07-12 23:00:00,38.38,1,2019-07-13 19:15:00,37.72,-0.6600000000000037
2019-07-14 00:00:00,33.77,1,2019-07-14 07:00:00,36.92,3.1499999999999986
2019-07-14 12:00:00,32.14,1,2019-07-14 16:00:00,37.84,5.700000000000003
2019-07-15 22:00:00,36.82,1,2019-07-16 05:00:00,46.95,10.130000000000003
2019-07-17 01:00:00,37.28,1,2019-07-17 04:00:00,44.03,6.75
2019-07-17 23:00:00,39.0,1,2019-07-18 05:00:00,49.73,10.729999999999997
2019-07-18 22:00:00,37.86,1,2019-07-19 05:00:00,52.07,14.21
2019-07-19 23:00:00,38.08,1,2019-07-20 17:00:00,38.38,0.30000000000000426
2019-07-21 01:00:00,30.27,1,2019-07-21 15:00:00,32.02,1.7500000000000036
2019-07-23 01:00:00,36.52,1,2019-07-23 04:00:00,45.15,8.629999999999995
2019-07-24 00:00:00,38.48,1,2019-07-24 05:00:00,53.06,14.580000000000005
2019-07-25 00:00:00,39.58,1,2019-07-25 05:00:00,58.94,19.36
2019-07-25 21:00:00,41.88,1,2019-07-26 05:00:00,49.66,7.779999999999994
2019-07-26 10:00:00,39.6,1,2019-07-26 15:00:00,49.19,9.589999999999996
2019-07-26 23:00:00,37.59,1,2019-07-27 16:30:00,38.79,1.1999999999999957
2019-07-27 21:00:00,34.0,1,2019-07-28 09:00:00,32.61,-1.3900000000000006
2019-07-30 00:30:00,38.16,1,2019-07-30 04:00:00,48.5,10.340000000000003
2019-07-30 22:00:00,37.98,1,2019-07-31 04:00:00,44.12,6.140000000000001
