Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
19.10.2025 21:45;19.10.2025 22:00;64,65;64,92;48,40;56,71;56,65;5,88;56,71;62,54;85,24;104,09;48,06;110,02;79,83;-;126,65;92,43;105,00
19.10.2025 22:00;19.10.2025 22:15;95,00;81,21;77,51;67,21;67,18;34,82;84,84;65,00;113,93;110,71;63,05;110,08;99,03;-;127,33;127,33;159,61
19.10.2025 22:15;19.10.2025 22:30;77,96;77,61;64,15;66,53;66,50;30,72;69,73;64,29;121,00;106,93;63,17;110,08;90,64;-;121,00;121,00;138,75
19.10.2025 22:30;19.10.2025 22:45;68,75;76,10;65,00;65,64;65,62;55,00;66,37;63,42;104,95;97,52;62,33;110,08;81,19;-;110,09;101,98;112,61
19.10.2025 22:45;19.10.2025 23:00;57,26;65,01;56,88;56,90;56,86;54,96;56,90;58,30;64,17;97,52;50,60;110,08;51,94;-;102,56;74,50;105,00
19.10.2025 23:00;19.10.2025 23:15;71,43;73,00;59,57;64,28;64,25;33,02;64,28;59,99;116,64;98,47;60,82;103,96;77,68;-;116,64;110,48;122,31
19.10.2025 23:15;19.10.2025 23:30;58,78;67,71;53,16;55,12;55,07;41,02;55,12;56,86;106,94;102,57;48,80;103,96;66,24;-;106,94;96,94;104,71
19.10.2025 23:30;19.10.2025 23:45;59,53;61,50;45,94;51,52;51,46;15,60;51,52;56,40;94,98;95,37;43,82;103,96;65,91;-;95,44;88,58;91,82
19.10.2025 23:45;20.10.2025 00:00;53,68;59,38;49,69;51,33;51,29;40,00;51,33;53,10;59,33;97,20;45,38;103,96;50,61;-;95,44;66,42;85,90
20.10.2025 00:00;20.10.2025 00:15;82,95;68,33;63,99;59,93;59,77;20,21;72,58;56,12;101,21;97,05;34,66;97,79;88,34;-;104,72;98,27;95,12
20.10.2025 00:15;20.10.2025 00:30;69,03;70,67;63,18;65,62;65,44;50,00;65,62;59,16;101,38;97,05;36,48;97,79;75,68;-;101,38;90,97;89,38
20.10.2025 00:30;20.10.2025 00:45;70,04;61,76;50,57;59,42;59,27;5,31;59,42;59,05;83,42;95,39;36,28;97,79;73,40;-;101,38;84,61;86,97
20.10.2025 00:45;20.10.2025 01:00;58,13;54,89;42,10;49,39;49,29;4,46;49,39;56,25;66,33;94,93;35,56;97,79;58,26;-;97,40;72,44;84,28
20.10.2025 01:00;20.10.2025 01:15;70,30;63,08;51,95;59,38;59,23;10,28;59,38;57,04;92,52;97,05;35,22;95,50;76,37;-;95,00;87,99;84,67
20.10.2025 01:15;20.10.2025 01:30;66,48;61,08;49,22;56,21;56,07;10,06;56,21;55,82;88,50;97,04;34,86;95,50;72,40;-;93,55;83,82;80,63
20.10.2025 01:30;20.10.2025 01:45;60,52;57,86;45,45;51,54;51,45;11,01;51,54;54,61;78,55;95,38;37,24;95,50;64,19;-;92,85;77,41;80,63
20.10.2025 01:45;20.10.2025 02:00;58,60;59,10;45,19;50,50;50,42;15,00;50,50;54,26;92,60;91,15;38,59;95,50;66,34;-;92,60;82,91;79,93
20.10.2025 02:00;20.10.2025 02:15;66,31;61,64;50,08;57,66;57,52;12,60;57,66;56,06;89,39;94,95;34,67;95,10;72,35;-;93,55;84,10;80,97
20.10.2025 02:15;20.10.2025 02:30;60,07;60,30;47,33;53,16;53,05;18,11;53,16;54,73;92,60;92,38;36,12;95,10;67,58;-;92,60;83,15;79,94
20.10.2025 02:30;20.10.2025 02:45;59,89;59,00;45,41;52,09;52,00;12,12;52,09;53,70;91,29;89,51;38,32;95,10;67,38;-;92,60;82,56;79,12
20.10.2025 02:45;20.10.2025 03:00;57,65;56,93;44,47;50,59;50,51;13,84;50,59;51,89;79,04;89,51;38,84;95,10;61,80;-;92,60;76,26;79,43
20.10.2025 03:00;20.10.2025 03:15;61,87;58,64;45,17;53,30;53,13;6,03;53,30;54,62;90,91;89,65;34,80;95,01;69,08;-;93,55;83,51;79,97
20.10.2025 03:15;20.10.2025 03:30;59,37;57,79;44,27;51,59;51,45;8,81;51,59;52,89;88,16;89,51;36,54;95,01;65,85;-;93,55;81,55;80,59
20.10.2025 03:30;20.10.2025 03:45;58,65;56,95;43,19;50,71;50,59;6,85;50,71;52,01;84,99;89,52;38,14;95,01;64,69;-;92,60;79,38;78,56
20.10.2025 03:45;20.10.2025 04:00;60,12;58,99;45,74;52,71;52,58;12,01;52,71;51,20;88,30;93,60;38,53;95,01;66,55;-;88,30;81,52;80,07
20.10.2025 04:00;20.10.2025 04:15;55,86;54,25;40,13;47,44;47,31;4,11;47,44;51,55;76,01;94,97;33,24;95,24;59,26;-;95,41;75,76;82,33
20.10.2025 04:15;20.10.2025 04:30;58,61;58,42;43,18;50,22;50,10;8,41;50,22;53,88;97,40;89,51;37,23;95,24;67,23;-;97,40;87,01;85,10
20.10.2025 04:30;20.10.2025 04:45;59,02;59,38;45,10;51,40;51,30;13,76;51,40;55,16;99,40;82,92;39,95;95,24;67,60;-;99,40;88,52;87,62
20.10.2025 04:45;20.10.2025 05:00;68,92;64,78;51,89;59,74;59,60;13,27;59,74;56,38;101,38;95,39;43,95;95,24;76,00;-;101,38;94,57;94,99
20.10.2025 05:00;20.10.2025 05:15;57,19;58,47;44,46;49,76;49,69;17,37;49,76;55,36;90,16;75,69;42,71;100,87;67,34;-;90,16;84,73;89,99
20.10.2025 05:15;20.10.2025 05:30;75,29;64,80;55,18;53,07;53,01;10,26;64,31;57,91;100,14;89,51;46,39;100,87;82,15;-;100,14;100,14;108,00
20.10.2025 05:30;20.10.2025 05:45;80,53;69,71;60,83;53,31;53,26;17,06;69,59;59,19;111,67;104,76;47,97;100,87;88,27;-;111,67;111,67;124,64
20.10.2025 05:45;20.10.2025 06:00;86,23;73,44;60,82;55,65;53,05;2,85;72,27;59,18;121,94;139,43;52,81;100,87;88,94;-;120,51;133,04;173,09
20.10.2025 06:00;20.10.2025 06:15;55,14;67,56;51,41;52,77;54,32;35,84;52,77;59,07;94,93;97,05;54,35;122,69;67,99;-;101,38;114,74;174,03
20.10.2025 06:15;20.10.2025 06:30;86,43;82,67;76,02;65,51;66,56;43,00;80,52;59,79;120,51;115,41;66,95;122,69;92,40;-;120,51;145,79;217,23
20.10.2025 06:30;20.10.2025 06:45;88,68;90,19;81,94;67,64;73,29;55,12;84,94;60,95;129,10;141,32;74,16;122,69;100,96;-;126,24;161,46;248,82
20.10.2025 06:45;20.10.2025 07:00;74,76;105,39;80,49;68,91;74,77;70,42;77,29;62,35;165,06;142,98;75,69;122,69;218,65;-;133,78;192,80;275,39
20.10.2025 07:00;20.10.2025 07:15;79,96;94,45;64,94;74,23;79,98;57,56;75,88;67,10;131,43;178,06;80,97;125,00;103,81;-;127,90;189,22;325,21
20.10.2025 07:15;20.10.2025 07:30;85,34;110,59;76,60;77,92;86,41;73,41;82,58;68,57;148,23;250,52;87,89;125,00;139,41;-;141,14;202,36;316,00
20.10.2025 07:30;20.10.2025 07:45;94,69;114,76;85,82;82,81;93,68;82,31;91,93;70,06;150,21;241,87;95,67;125,00;142,96;-;145,00;198,00;298,30
20.10.2025 07:45;20.10.2025 08:00;107,48;116,59;94,51;86,86;101,53;88,00;103,67;70,26;146,18;218,00;104,19;125,00;144,25;-;146,18;179,46;249,15
20.10.2025 08:00;20.10.2025 08:15;150,53;114,78;111,01;89,39;102,92;87,79;138,82;78,83;149,60;137,57;103,83;124,99;137,83;-;146,17;165,70;216,98
20.10.2025 08:15;20.10.2025 08:30;138,82;115,35;109,90;88,06;111,63;93,53;129,59;78,83;146,01;142,62;101,17;124,99;142,51;-;146,01;146,01;145,17
20.10.2025 08:30;20.10.2025 08:45;115,82;106,45;105,00;86,85;101,34;95,73;112,31;78,85;125,71;120,52;99,25;124,99;120,39;-;140,00;129,25;125,16
20.10.2025 08:45;20.10.2025 09:00;95,22;95,54;94,69;85,37;91,84;94,33;95,22;78,67;98,79;97,05;93,04;124,99;96,97;-;137,11;101,83;99,18
20.10.2025 09:00;20.10.2025 09:15;117,97;118,21;133,00;86,88;108,61;106,03;188,45;75,43;141,97;107,28;96,83;119,81;136,00;-;141,97;138,57;137,00
20.10.2025 09:15;20.10.2025 09:30;101,76;103,83;106,17;86,51;97,58;95,50;125,26;74,95;130,80;97,52;90,68;119,81;117,31;-;138,60;123,44;122,17
20.10.2025 09:30;20.10.2025 09:45;78,04;86,06;80,83;73,42;76,79;80,00;89,07;72,19;113,14;65,02;76,52;119,81;99,92;-;130,80;104,02;103,53
20.10.2025 09:45;20.10.2025 10:00;70,97;76,42;68,05;70,97;70,98;55,12;73,37;68,77;89,14;76,41;71,18;119,81;76,79;-;128,63;83,95;82,50
20.10.2025 10:00;20.10.2025 10:15;86,40;93,21;103,84;71,97;82,66;58,23;167,42;69,10;104,88;69,90;69,61;121,64;106,07;-;136,11;106,54;104,05
20.10.2025 10:15;20.10.2025 10:30;77,35;78,14;75,15;70,27;75,51;47,70;92,10;68,04;85,72;68,08;68,22;121,64;87,12;-;127,90;86,88;85,82
20.10.2025 10:30;20.10.2025 10:45;66,47;68,36;60,86;66,47;66,46;32,91;70,10;64,82;83,64;22,84;64,85;121,64;97,34;-;124,98;87,11;87,65
20.10.2025 10:45;20.10.2025 11:00;62,38;62,99;52,41;62,38;62,38;15,01;62,38;60,89;77,82;29,81;60,92;121,64;87,25;-;124,98;80,82;80,50
20.10.2025 11:00;20.10.2025 11:15;77,19;73,73;68,27;66,21;74,34;32,96;80,33;63,56;86,78;65,06;64,19;120,25;89,11;-;124,98;88,39;87,25
20.10.2025 11:15;20.10.2025 11:30;70,31;67,76;58,46;63,98;68,66;15,01;72,12;62,17;80,47;60,76;61,96;120,25;81,50;-;124,98;82,12;80,51
20.10.2025 11:30;20.10.2025 11:45;69,92;65,32;55,62;62,27;62,26;15,23;62,27;60,73;79,17;59,36;60,41;120,25;80,95;-;120,00;80,86;79,56
20.10.2025 11:45;20.10.2025 12:00;62,32;61,09;49,18;60,90;60,89;3,52;60,90;59,78;78,19;32,77;59,46;120,25;86,18;-;114,52;81,20;80,38
20.10.2025 12:00;20.10.2025 12:15;62,63;63,61;55,21;61,90;61,89;28,30;61,90;60,57;77,93;23,52;60,24;118,10;90,16;-;115,13;81,07;81,55
20.10.2025 12:15;20.10.2025 12:30;60,09;59,50;49,90;57,28;57,27;15,70;57,28;58,25;77,83;16,07;55,42;118,10;91,44;-;115,00;81,47;81,86
20.10.2025 12:30;20.10.2025 12:45;57,95;56,35;45,31;54,46;54,45;3,52;54,46;56,18;77,69;11,11;52,66;118,10;91,91;-;115,00;81,71;81,87
20.10.2025 12:45;20.10.2025 13:00;60,48;61,49;54,76;57,34;57,33;35,49;57,34;58,63;76,05;15,13;55,36;118,10;90,91;-;112,43;79,43;80,55
20.10.2025 13:00;20.10.2025 13:15;60,18;59,78;49,53;59,13;59,12;11,11;59,13;58,32;82,47;2,91;57,55;118,00;100,27;-;112,38;87,12;87,83
20.10.2025 13:15;20.10.2025 13:30;61,91;61,55;51,90;60,55;60,54;16,27;60,55;59,99;82,50;9,01;58,81;118,00;98,94;-;112,38;86,79;87,45
20.10.2025 13:30;20.10.2025 13:45;68,66;62,32;51,28;59,95;59,94;1,72;59,95;60,02;83,67;42,57;58,15;118,00;90,30;-;119,26;86,62;85,58
20.10.2025 13:45;20.10.2025 14:00;70,34;63,44;52,52;61,48;61,46;2,40;61,48;60,00;83,07;52,80;57,88;118,00;86,72;-;116,22;85,48;84,05
20.10.2025 14:00;20.10.2025 14:15;65,71;60,41;49,43;57,04;57,04;3,88;57,04;59,34;78,94;44,16;56,96;118,53;82,20;-;118,85;81,52;80,41
20.10.2025 14:15;20.10.2025 14:30;72,04;64,29;53,03;62,01;62,00;0,79;62,01;60,68;83,71;59,97;60,33;118,53;84,10;-;120,50;85,85;84,04
20.10.2025 14:30;20.10.2025 14:45;75,68;67,06;55,64;65,11;65,10;0,65;65,11;64,82;87,83;63,46;63,33;118,53;88,11;-;121,56;90,05;88,13
20.10.2025 14:45;20.10.2025 15:00;90,91;76,35;66,36;76,55;76,49;0,05;78,05;67,34;101,60;90,45;66,24;118,53;98,16;-;122,22;103,36;100,43
20.10.2025 15:00;20.10.2025 15:15;74,77;67,48;54,24;65,96;65,96;0,16;64,46;65,79;82,49;78,25;66,05;120,15;78,80;-;124,98;83,85;81,28
20.10.2025 15:15;20.10.2025 15:30;85,39;73,61;61,94;70,46;72,30;0,16;73,60;67,43;94,20;89,36;70,16;120,15;89,99;-;126,18;95,76;92,83
20.10.2025 15:30;20.10.2025 15:45;106,98;84,31;77,84;72,30;83,97;0,16;92,24;67,62;121,99;99,78;71,88;120,15;119,43;-;127,90;124,24;121,06
20.10.2025 15:45;20.10.2025 16:00;121,42;91,61;88,19;73,13;91,62;0,65;104,72;67,95;133,91;127,04;72,40;120,15;127,94;-;136,11;136,11;131,96
20.10.2025 16:00;20.10.2025 16:15;86,63;75,18;62,53;72,12;72,85;0,65;73,36;68,81;95,92;93,81;71,42;124,62;90,88;-;124,98;96,69;93,76
20.10.2025 16:15;20.10.2025 16:30;105,01;83,41;76,09;73,23;82,48;0,65;88,96;69,03;121,91;103,60;72,12;124,62;104,83;-;131,63;131,63;154,74
20.10.2025 16:30;20.10.2025 16:45;130,11;91,84;74,10;75,95;96,04;6,20;110,10;69,22;141,92;118,07;74,76;124,62;119,31;-;141,92;161,53;224,11
20.10.2025 16:45;20.10.2025 17:00;156,29;101,70;75,00;77,89;110,27;16,73;132,92;69,65;160,23;136,64;77,11;124,62;137,65;-;149,52;185,15;273,12
20.10.2025 17:00;20.10.2025 17:15;108,95;80,47;43,81;86,87;87,79;3,52;90,72;71,77;110,89;97,52;73,71;125,00;93,61;-;136,11;136,11;221,81
20.10.2025 17:15;20.10.2025 17:30;130,19;89,91;52,77;90,81;91,94;4,96;108,53;71,58;134,85;120,45;75,47;125,00;112,64;-;139,81;167,02;279,42
20.10.2025 17:30;20.10.2025 17:45;138,29;95,86;61,06;90,90;91,97;13,48;116,70;71,29;146,96;136,62;77,42;125,00;123,04;-;146,96;182,75;304,35
20.10.2025 17:45;20.10.2025 18:00;147,06;99,43;71,61;90,90;91,97;25,11;126,06;71,08;155,66;132,82;77,89;125,00;125,62;-;145,00;194,14;325,86
20.10.2025 18:00;20.10.2025 18:15;130,04;94,23;69,80;109,20;113,53;10,00;116,86;72,95;143,08;98,91;79,55;123,97;98,73;-;139,81;184,05;336,95
20.10.2025 18:15;20.10.2025 18:30;130,48;94,39;79,24;86,88;105,90;28,33;119,44;72,53;147,89;97,53;78,97;123,97;97,62;-;141,14;192,95;355,53
20.10.2025 18:30;20.10.2025 18:45;128,39;103,89;89,21;86,88;106,85;49,24;121,05;72,19;164,58;137,56;78,53;123,97;112,71;-;148,01;216,09;392,05
20.10.2025 18:45;20.10.2025 19:00;111,45;99,38;92,70;86,87;99,70;73,00;108,88;71,70;156,31;112,80;76,48;123,97;90,74;-;151,01;216,81;414,06
20.10.2025 19:00;20.10.2025 19:15;127,00;98,58;91,63;86,81;106,36;56,53;120,33;69,99;152,51;104,83;72,82;123,60;98,99;-;146,01;200,47;365,12
20.10.2025 19:15;20.10.2025 19:30;105,96;96,31;93,74;82,13;95,29;80,87;104,75;69,93;144,04;108,12;67,50;123,60;89,43;-;146,01;194,23;355,99
20.10.2025 19:30;20.10.2025 19:45;94,84;93,95;91,81;86,83;91,91;87,80;95,75;69,64;136,78;104,93;62,00;123,60;82,39;-;146,01;187,01;345,10
20.10.2025 19:45;20.10.2025 20:00;84,20;89,17;88,16;84,20;84,05;91,00;86,59;68,38;126,35;97,05;57,25;123,60;74,19;-;146,01;174,30;322,53
20.10.2025 20:00;20.10.2025 20:15;105,09;90,92;93,91;59,36;86,05;89,31;103,15;65,92;141,90;97,52;53,59;121,69;87,70;-;159,50;185,19;328,55
20.10.2025 20:15;20.10.2025 20:30;80,51;80,67;74,11;59,47;71,52;71,96;80,39;65,09;124,98;97,05;50,39;121,69;70,70;-;150,00;175,92;335,73
20.10.2025 20:30;20.10.2025 20:45;72,23;77,06;60,18;67,24;68,78;55,34;70,10;64,65;121,94;96,58;48,21;121,69;73,00;-;144,88;155,86;277,98
20.10.2025 20:45;20.10.2025 21:00;71,33;72,50;50,20;67,22;67,08;39,90;67,22;64,67;110,60;93,85;43,68;121,69;71,40;-;141,14;141,14;250,05
20.10.2025 21:00;20.10.2025 21:15;86,28;85,77;73,84;68,29;81,52;66,84;91,55;62,53;139,89;103,20;48,96;116,05;90,79;-;145,00;158,71;249,36
20.10.2025 21:15;20.10.2025 21:30;95,07;78,01;58,11;67,90;78,70;39,06;86,92;62,51;123,97;94,22;47,49;116,05;83,23;-;141,14;144,77;236,89
20.10.2025 21:30;20.10.2025 21:45;69,32;67,11;30,81;69,32;69,16;9,08;69,32;60,55;113,36;94,22;42,63;116,05;63,75;-;128,28;128,28;217,99
20.10.2025 21:45;20.10.2025 22:00;54,34;59,02;19,25;54,34;54,24;0,02;54,34;59,06;106,57;95,77;38,45;116,05;51,10;-;120,00;120,00;211,09
20.10.2025 22:00;20.10.2025 22:15;86,37;78,99;55,25;64,82;72,20;40,04;78,18;59,99;123,95;130,06;44,30;115,00;85,14;-;127,90;131,42;191,14
20.10.2025 22:15;20.10.2025 22:30;72,68;73,70;44,21;64,57;64,42;31,22;64,57;59,95;124,00;123,77;40,29;115,00;78,68;-;124,00;124,00;174,34
20.10.2025 22:30;20.10.2025 22:45;62,62;71,81;59,33;60,56;60,41;60,10;60,56;59,34;110,82;97,52;36,42;115,00;69,84;-;110,09;110,09;146,99
20.10.2025 22:45;20.10.2025 23:00;51,84;64,21;50,81;50,18;50,08;52,96;50,18;56,65;102,56;82,51;34,25;115,00;61,12;-;102,56;99,50;131,59
20.10.2025 23:00;20.10.2025 23:15;53,35;68,98;52,56;53,35;53,24;55,00;53,35;54,62;116,64;112,82;35,62;107,30;64,27;-;116,64;113,87;155,68
20.10.2025 23:15;20.10.2025 23:30;56,81;65,89;46,44;56,81;56,66;42,63;56,81;54,97;109,95;91,40;33,36;107,30;68,51;-;109,95;103,32;131,14
20.10.2025 23:30;20.10.2025 23:45;54,20;61,66;49,30;54,20;54,06;48,52;54,20;51,93;101,38;61,74;31,65;107,30;64,02;-;101,38;96,59;122,49
20.10.2025 23:45;21.10.2025 00:00;39,64;53,24;38,40;39,64;39,54;40,40;39,64;47,60;100,00;52,99;24,18;107,30;55,90;-;100,00;88,80;107,35
21.10.2025 00:00;21.10.2025 00:15;-;-;35,95;80,90;80,51;-;-;50,27;111,33;85,17;9,27;100,70;86,15;-;111,33;106,27;-
21.10.2025 00:15;21.10.2025 00:30;-;-;29,18;65,70;65,46;-;-;54,70;110,70;74,98;24,69;100,70;76,36;-;115,76;100,65;-
21.10.2025 00:30;21.10.2025 00:45;-;-;24,34;53,65;53,47;-;-;53,86;94,69;58,87;22,65;100,70;60,24;-;107,24;90,56;-
21.10.2025 00:45;21.10.2025 01:00;-;-;20,96;45,67;45,48;-;-;49,96;94,81;55,82;12,51;100,70;57,34;-;104,01;84,71;-
21.10.2025 01:00;21.10.2025 01:15;-;-;28,39;55,53;55,29;-;-;53,73;84,37;60,10;12,73;98,23;61,00;-;108,93;79,74;-
21.10.2025 01:15;21.10.2025 01:30;-;-;21,15;49,85;49,63;-;-;48,76;104,01;65,98;10,08;98,23;67,45;-;104,01;85,51;-
21.10.2025 01:30;21.10.2025 01:45;-;-;23,24;42,57;42,38;-;-;43,87;89,97;54,25;8,49;98,23;55,62;-;103,45;77,72;-
21.10.2025 01:45;21.10.2025 02:00;-;-;15,50;27,38;27,26;-;-;32,79;81,98;39,18;5,87;98,23;40,81;-;104,01;70,94;-
21.10.2025 02:00;21.10.2025 02:15;-;-;25,58;46,50;46,31;-;-;44,99;102,60;63,12;12,44;97,81;64,49;-;102,60;84,55;-
21.10.2025 02:15;21.10.2025 02:30;-;-;17,07;34,76;34,62;-;-;35,62;97,70;52,06;10,33;97,81;53,65;-;97,70;79,77;-
21.10.2025 02:30;21.10.2025 02:45;-;-;15,69;31,05;30,92;-;-;31,84;101,01;50,62;7,81;97,81;52,37;-;101,01;80,85;-
21.10.2025 02:45;21.10.2025 03:00;-;-;10,71;19,98;19,90;-;-;20,62;97,41;40,55;6,14;97,81;42,53;-;97,41;77,16;-
21.10.2025 03:00;21.10.2025 03:15;-;-;14,00;32,18;32,03;-;-;32,85;102,60;52,49;6,92;97,21;54,21;-;102,60;81,24;-
21.10.2025 03:15;21.10.2025 03:30;-;-;14,03;22,40;22,30;-;-;23,10;102,00;44,58;5,47;97,21;46,55;-;102,00;79,74;-
21.10.2025 03:30;21.10.2025 03:45;-;-;10,96;17,50;17,43;-;-;18,01;102,00;41,01;5,38;97,21;43,10;-;102,00;78,59;-
21.10.2025 03:45;21.10.2025 04:00;-;-;9,52;17,03;16,96;-;-;17,53;97,37;38,58;5,42;97,21;40,61;-;97,37;76,19;-
21.10.2025 04:00;21.10.2025 04:15;-;-;12,63;20,27;20,19;-;-;20,85;98,97;41,71;5,51;98,00;43,55;-;98,97;77,81;-
21.10.2025 04:15;21.10.2025 04:30;-;-;13,56;20,96;20,88;-;-;21,55;100,01;42,49;5,93;98,00;44,34;-;100,01;78,77;-
21.10.2025 04:30;21.10.2025 04:45;-;-;17,70;30,62;30,50;-;-;31,56;108,59;53,55;7,42;98,00;55,31;-;101,01;84,84;-
21.10.2025 04:45;21.10.2025 05:00;-;-;16,91;31,80;31,69;-;-;38,09;124,78;62,21;11,92;98,00;61,56;-;100,01;96,95;-
21.10.2025 05:00;21.10.2025 05:15;-;-;15,01;26,05;25,95;-;-;45,14;92,67;41,06;8,35;110,00;42,91;-;97,70;81,48;-
21.10.2025 05:15;21.10.2025 05:30;-;-;23,51;46,22;46,06;-;-;49,48;117,42;63,39;18,68;110,00;65,36;-;103,56;100,15;-
21.10.2025 05:30;21.10.2025 05:45;-;-;19,15;52,87;52,74;-;-;54,11;131,91;94,57;32,07;110,00;74,86;-;111,08;111,08;-
21.10.2025 05:45;21.10.2025 06:00;-;-;32,92;64,70;64,52;-;-;57,84;134,94;153,75;34,38;110,00;77,19;-;127,06;127,06;-
21.10.2025 06:00;21.10.2025 06:15;-;-;28,75;36,41;36,37;-;-;54,07;82,63;97,17;31,66;123,90;32,79;-;100,66;100,66;-
21.10.2025 06:15;21.10.2025 06:30;-;-;43,19;68,19;68,00;-;-;59,52;125,98;106,59;35,62;123,90;71,01;-;115,76;142,74;-
21.10.2025 06:30;21.10.2025 06:45;-;-;58,06;82,91;82,65;-;-;63,13;142,00;106,59;37,76;123,90;90,50;-;132,82;167,04;-
21.10.2025 06:45;21.10.2025 07:00;-;-;60,37;83,10;82,84;-;-;64,55;191,56;153,76;38,96;123,90;119,82;-;137,68;199,59;-
21.10.2025 07:00;21.10.2025 07:15;-;-;51,17;62,31;62,10;-;-;67,95;178,59;99,14;39,48;125,10;100,06;-;133,75;253,49;-
21.10.2025 07:15;21.10.2025 07:30;-;-;64,68;83,79;83,42;-;-;69,78;212,92;128,00;41,09;125,10;129,03;-;138,76;294,07;-
21.10.2025 07:30;21.10.2025 07:45;-;-;77,87;91,85;91,43;-;-;69,94;187,68;126,44;42,08;125,10;129,46;-;143,06;247,36;-
21.10.2025 07:45;21.10.2025 08:00;-;-;80,87;83,76;83,40;-;-;70,09;161,48;113,47;42,34;125,10;121,45;-;145,00;212,04;-
21.10.2025 08:00;21.10.2025 08:15;-;-;85,69;85,56;85,21;-;-;71,37;177,85;113,74;44,07;129,40;114,48;-;176,17;251,79;-
21.10.2025 08:15;21.10.2025 08:30;-;-;89,78;82,29;86,99;-;-;71,45;168,28;119,55;43,09;129,40;119,54;-;168,28;247,17;-
21.10.2025 08:30;21.10.2025 08:45;-;-;94,75;78,34;90,01;-;-;70,87;155,88;121,97;42,26;129,40;121,49;-;155,88;233,19;-
21.10.2025 08:45;21.10.2025 09:00;-;-;91,93;77,01;86,87;-;-;70,30;141,96;97,17;41,97;129,40;110,42;-;155,00;218,09;-
21.10.2025 09:00;21.10.2025 09:15;-;-;104,49;87,73;97,00;-;-;69,99;141,94;100,47;42,38;130,00;104,69;-;155,88;156,16;-
21.10.2025 09:15;21.10.2025 09:30;-;-;88,00;78,07;83,67;-;-;69,93;141,92;94,74;41,92;130,00;100,77;-;150,00;150,00;-
21.10.2025 09:30;21.10.2025 09:45;-;-;83,26;74,67;79,86;-;-;69,81;130,28;90,60;41,67;130,00;85,00;-;145,00;145,00;-
21.10.2025 09:45;21.10.2025 10:00;-;-;66,71;69,41;69,15;-;-;67,18;129,69;79,32;39,87;130,00;76,50;-;139,00;139,00;-
21.10.2025 10:00;21.10.2025 10:15;-;-;93,34;92,00;91,57;-;-;69,00;141,95;86,43;40,91;125,81;93,60;-;141,95;141,95;-
21.10.2025 10:15;21.10.2025 10:30;-;-;85,11;84,06;83,69;-;-;67,94;134,91;62,68;39,83;125,81;105,32;-;139,81;126,89;-
21.10.2025 10:30;21.10.2025 10:45;-;-;67,83;66,35;66,10;-;-;64,19;131,98;28,51;37,99;125,81;101,47;-;138,76;121,50;-
21.10.2025 10:45;21.10.2025 11:00;-;-;55,62;54,67;54,51;-;-;62,28;131,92;38,34;36,94;125,81;84,20;-;138,76;115,31;-
21.10.2025 11:00;21.10.2025 11:15;-;-;85,57;85,00;84,61;-;-;64,80;127,99;62,70;39,17;121,06;114,38;-;143,06;117,24;-
21.10.2025 11:15;21.10.2025 11:30;-;-;73,88;72,91;72,60;-;-;63,20;127,96;40,61;37,91;121,06;109,36;-;139,81;116,57;-
21.10.2025 11:30;21.10.2025 11:45;-;-;59,79;58,40;58,20;-;-;60,78;125,96;20,00;36,21;121,06;98,09;-;138,76;114,74;-
21.10.2025 11:45;21.10.2025 12:00;-;-;45,49;44,14;44,04;-;-;57,08;117,81;15,15;33,35;121,06;78,36;-;137,68;105,97;-
21.10.2025 12:00;21.10.2025 12:15;-;-;59,07;57,65;57,45;-;-;58,36;125,93;42,59;35,03;115,00;77,82;-;137,00;112,81;-
21.10.2025 12:15;21.10.2025 12:30;-;-;53,94;52,32;52,14;-;-;54,99;125,92;25,79;32,28;115,00;102,75;-;136,11;105,73;-
21.10.2025 12:30;21.10.2025 12:45;-;-;51,55;49,83;49,65;-;-;52,14;124,99;20,64;29,64;115,00;102,65;-;125,00;104,76;-
21.10.2025 12:45;21.10.2025 13:00;-;-;33,32;30,02;29,92;-;-;50,05;118,90;16,12;18,09;115,00;113,91;-;119,26;99,70;-
21.10.2025 13:00;21.10.2025 13:15;-;-;46,77;44,22;44,06;-;-;48,90;120,71;20,64;26,61;115,00;111,35;-;122,65;103,29;-
21.10.2025 13:15;21.10.2025 13:30;-;-;38,53;36,31;36,19;-;-;46,72;124,99;19,16;22,03;115,00;106,00;-;125,00;102,47;-
21.10.2025 13:30;21.10.2025 13:45;-;-;26,07;25,21;25,14;-;-;39,26;125,00;28,10;17,59;115,00;79,47;-;136,11;93,03;-
