Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
18.10.2025 07:15;18.10.2025 07:30;108,74;100,24;107,72;108,74;108,42;107,34;108,74;75,75;115,46;99,49;51,51;118,50;100,99;-;131,66;131,66;187,31
18.10.2025 07:30;18.10.2025 07:45;115,87;102,16;103,04;115,87;115,51;95,27;112,69;74,54;119,24;108,07;51,72;118,50;109,28;-;131,98;131,98;179,31
18.10.2025 07:45;18.10.2025 08:00;120,09;105,06;104,99;120,09;119,73;95,58;116,27;74,99;121,64;114,11;54,76;118,50;115,02;-;130,98;130,98;167,42
18.10.2025 08:00;18.10.2025 08:15;121,19;110,60;120,16;121,20;120,89;119,11;121,19;75,41;126,55;113,72;63,66;119,80;114,90;-;133,78;139,22;184,09
18.10.2025 08:15;18.10.2025 08:30;117,52;110,68;115,94;117,52;117,42;114,31;117,37;75,71;122,49;106,92;94,65;119,80;115,39;-;131,98;131,98;165,25
18.10.2025 08:30;18.10.2025 08:45;116,50;111,66;117,08;116,50;116,45;117,56;116,82;75,93;124,71;106,67;103,52;119,80;113,19;-;128,44;128,44;132,73
18.10.2025 08:45;18.10.2025 09:00;102,97;100,83;101,83;102,97;102,95;98,91;102,26;76,51;104,78;97,28;95,84;119,80;106,00;-;125,76;105,14;105,10
18.10.2025 09:00;18.10.2025 09:15;124,99;113,40;123,09;124,99;124,74;117,85;123,75;76,34;130,39;106,95;76,95;108,00;134,31;-;131,23;131,23;131,37
18.10.2025 09:15;18.10.2025 09:30;115,67;108,36;115,24;115,67;115,54;113,34;115,32;76,57;120,99;96,34;89,47;108,00;125,43;-;126,65;121,76;122,10
18.10.2025 09:30;18.10.2025 09:45;92,87;92,56;92,87;92,87;92,87;92,87;92,87;76,49;92,87;92,87;90,67;108,00;92,87;-;125,76;92,87;92,87
18.10.2025 09:45;18.10.2025 10:00;75,44;77,53;75,47;75,44;75,39;75,51;75,45;72,72;75,60;75,03;68,97;108,00;75,28;-;121,00;76,12;75,00
18.10.2025 10:00;18.10.2025 10:15;114,91;102,79;112,51;114,91;114,59;106,07;113,43;77,66;121,36;94,45;54,86;95,47;125,34;-;125,76;122,02;122,19
18.10.2025 10:15;18.10.2025 10:30;91,69;85,77;88,29;91,69;91,47;80,50;89,76;77,50;92,57;92,00;52,15;95,47;92,05;-;120,00;92,89;92,47
18.10.2025 10:30;18.10.2025 10:45;82,88;78,11;77,12;82,88;82,70;63,50;79,56;77,44;86,84;74,66;51,26;95,47;87,80;-;107,38;87,57;87,05
18.10.2025 10:45;18.10.2025 11:00;76,39;72,14;68,87;76,39;76,23;51,42;72,10;73,62;79,47;72,99;47,72;95,47;79,21;-;95,44;80,32;79,25
18.10.2025 11:00;18.10.2025 11:15;87,99;82,35;83,69;87,99;87,79;73,91;85,47;76,57;95,44;86,68;51,20;86,05;91,08;-;95,44;93,56;92,78
18.10.2025 11:15;18.10.2025 11:30;82,61;75,97;71,09;82,61;82,44;45,00;75,93;75,96;95,44;83,61;50,79;86,05;86,70;-;95,44;92,63;90,74
18.10.2025 11:30;18.10.2025 11:45;79,79;71,68;63,43;79,79;79,63;26,45;70,38;75,21;91,40;83,08;50,26;86,05;82,79;-;91,40;89,77;87,34
18.10.2025 11:45;18.10.2025 12:00;72,76;64,58;54,37;72,76;72,61;12,71;62,21;70,70;82,12;75,56;45,81;86,05;75,50;-;82,12;81,87;79,34
18.10.2025 12:00;18.10.2025 12:15;78,44;72,00;69,83;78,45;78,26;50,42;73,46;75,00;86,59;80,67;47,03;71,87;80,38;-;84,87;84,87;83,47
18.10.2025 12:15;18.10.2025 12:30;75,85;67,99;61,24;75,85;75,68;28,33;67,40;72,96;89,67;79,63;46,13;71,87;79,14;-;86,75;86,75;84,38
18.10.2025 12:30;18.10.2025 12:45;73,78;67,95;66,13;73,78;73,60;48,91;69,35;69,11;81,01;75,76;42,47;71,87;75,50;-;79,48;79,48;78,24
18.10.2025 12:45;18.10.2025 13:00;67,69;61,91;55,92;67,69;67,53;29,40;60,88;67,34;78,83;70,74;40,49;71,87;70,34;-;76,47;76,47;74,56
18.10.2025 13:00;18.10.2025 13:15;68,67;64,06;57,79;68,67;68,45;33,42;62,45;66,37;90,33;74,28;41,74;68,11;73,06;-;83,30;83,30;80,91
18.10.2025 13:15;18.10.2025 13:30;65,60;61,04;51,63;65,60;65,39;20,33;57,62;65,50;92,66;72,62;40,84;68,11;71,10;-;83,95;83,95;80,92
18.10.2025 13:30;18.10.2025 13:45;67,53;59,90;53,52;67,53;67,31;21,78;59,70;65,50;75,58;69,89;40,16;68,11;69,77;-;75,00;75,00;73,02
18.10.2025 13:45;18.10.2025 14:00;68,33;60,99;53,93;68,33;68,09;21,43;60,24;66,15;81,43;71,93;39,84;68,11;71,46;-;78,77;78,77;76,47
18.10.2025 14:00;18.10.2025 14:15;64,41;58,47;47,34;64,41;64,27;9,36;54,84;66,56;84,48;69,78;40,12;73,00;68,98;-;79,39;79,39;76,39
18.10.2025 14:15;18.10.2025 14:30;70,40;62,82;53,87;70,40;70,23;17,07;61,15;67,56;87,35;74,99;41,07;73,00;74,38;-;83,48;83,48;80,72
18.10.2025 14:30;18.10.2025 14:45;75,14;64,20;55,29;75,14;74,95;10,91;64,14;69,68;84,61;77,99;42,44;73,00;78,01;-;84,61;84,61;81,90
18.10.2025 14:45;18.10.2025 15:00;79,24;72,44;67,87;79,25;79,04;42,66;72,83;74,51;96,42;83,75;44,54;73,00;82,95;-;91,40;91,40;89,19
18.10.2025 15:00;18.10.2025 15:15;71,22;61,07;49,41;71,22;71,05;0,65;58,70;69,26;80,16;74,00;42,18;81,03;74,11;-;95,44;80,79;77,89
18.10.2025 15:15;18.10.2025 15:30;78,41;69,10;59,47;78,41;78,22;17,26;67,48;74,35;93,00;82,49;46,29;81,03;82,10;-;95,44;90,63;87,73
18.10.2025 15:30;18.10.2025 15:45;86,27;74,07;66,78;86,27;86,05;23,23;75,06;74,70;96,29;89,07;47,22;81,03;89,05;-;96,29;96,29;94,47
18.10.2025 15:45;18.10.2025 16:00;98,10;83,59;80,58;98,10;97,86;41,35;88,06;74,79;102,79;99,46;55,67;81,03;99,77;-;102,79;104,81;103,92
18.10.2025 16:00;18.10.2025 16:15;66,90;62,54;46,80;66,90;66,82;0,30;54,32;70,32;75,26;86,30;58,81;96,26;65,87;-;84,29;83,63;103,96
18.10.2025 16:15;18.10.2025 16:30;84,65;77,99;65,98;84,65;84,64;23,01;72,98;75,82;91,24;95,86;82,63;96,26;84,87;-;95,44;96,60;106,99
18.10.2025 16:30;18.10.2025 16:45;106,15;91,86;82,03;106,15;106,15;25,84;91,02;76,38;118,00;101,69;103,75;96,26;103,14;-;118,00;131,72;169,09
18.10.2025 16:45;18.10.2025 17:00;128,50;112,57;111,56;128,50;128,48;71,06;117,79;78,81;141,86;119,42;123,15;96,26;121,40;-;125,76;161,75;224,13
18.10.2025 17:00;18.10.2025 17:15;87,28;81,34;66,26;86,89;87,27;16,90;74,76;75,33;98,83;96,33;85,20;123,00;84,02;-;111,77;111,77;149,14
18.10.2025 17:15;18.10.2025 17:30;110,94;102,36;98,19;106,10;110,94;67,72;103,30;76,10;120,49;105,25;108,42;123,00;106,49;-;125,76;133,65;174,56
18.10.2025 17:30;18.10.2025 17:45;122,23;112,00;109,80;117,52;122,24;80,20;114,80;78,22;130,98;117,33;119,48;123,00;118,45;-;130,98;142,63;178,44
18.10.2025 17:45;18.10.2025 18:00;162,11;141,24;145,69;155,94;162,00;107,70;152,38;78,90;168,39;161,64;135,81;123,00;162,23;-;133,34;172,75;182,20
18.10.2025 18:00;18.10.2025 18:15;126,18;109,24;81,22;126,18;126,18;53,50;114,14;77,80;123,88;118,65;123,37;137,44;119,32;-;129,46;134,68;185,00
18.10.2025 18:15;18.10.2025 18:30;132,02;119,32;105,52;132,02;132,02;89,25;124,99;78,28;132,43;125,37;129,08;137,44;126,07;-;132,43;142,77;186,27
18.10.2025 18:30;18.10.2025 18:45;138,52;127,19;123,16;138,52;138,49;113,83;134,55;78,81;141,61;131,10;129,57;137,44;131,99;-;138,00;154,02;201,55
18.10.2025 18:45;18.10.2025 19:00;136,22;127,74;131,15;136,22;136,17;128,24;135,09;78,84;142,00;127,84;123,25;137,44;128,93;-;146,00;156,78;209,66
18.10.2025 19:00;18.10.2025 19:15;138,39;128,24;124,54;138,39;138,39;116,18;134,87;79,22;142,23;131,33;133,32;139,97;132,18;-;138,00;153,38;198,56
18.10.2025 19:15;18.10.2025 19:30;127,22;121,08;121,29;127,22;127,20;117,85;125,85;79,32;132,95;119,69;119,83;139,97;120,67;-;138,78;145,38;192,88
18.10.2025 19:30;18.10.2025 19:45;118,06;115,08;118,95;118,06;118,02;120,01;118,52;78,88;126,41;109,07;107,66;139,97;110,30;-;140,24;141,78;197,96
18.10.2025 19:45;18.10.2025 20:00;115,62;112,77;116,58;115,62;115,55;117,85;116,01;78,89;123,81;106,84;101,35;139,97;108,05;-;138,81;138,81;193,62
18.10.2025 20:00;18.10.2025 20:15;133,00;125,19;128,77;132,56;132,99;126,23;131,92;78,84;134,91;129,63;129,86;121,30;130,05;-;140,72;140,72;162,13
18.10.2025 20:15;18.10.2025 20:30;115,38;109,10;109,21;114,45;115,33;105,62;113,92;78,83;121,27;106,58;105,84;121,30;107,72;-;136,72;136,72;192,23
18.10.2025 20:30;18.10.2025 20:45;105,98;101,30;97,85;104,77;105,94;93,03;104,07;78,82;113,23;99,01;97,96;121,30;98,35;-;130,98;130,98;194,38
18.10.2025 20:45;18.10.2025 21:00;97,62;95,44;90,00;96,39;97,61;85,52;95,68;78,51;101,42;95,87;93,31;121,30;94,23;-;126,65;110,90;145,23
18.10.2025 21:00;18.10.2025 21:15;99,16;101,63;99,87;99,16;99,14;101,04;99,16;81,35;121,27;106,66;94,66;115,30;100,32;-;128,44;128,44;165,87
18.10.2025 21:15;18.10.2025 21:30;97,02;99,86;97,25;97,02;97,01;98,00;97,02;81,31;118,05;103,85;93,57;115,30;100,03;-;125,76;117,18;132,11
18.10.2025 21:30;18.10.2025 21:45;89,14;92,62;89,34;89,14;89,14;89,85;89,14;79,17;102,83;95,87;86,99;115,30;92,00;-;120,00;102,21;110,74
18.10.2025 21:45;18.10.2025 22:00;84,89;89,58;85,08;84,89;84,89;85,45;85,07;78,22;96,78;95,86;84,42;115,30;89,38;-;113,68;96,06;100,98
18.10.2025 22:00;18.10.2025 22:15;104,16;102,34;104,00;104,17;104,07;104,16;103,96;75,73;120,32;108,06;85,59;108,80;106,85;-;120,32;118,65;120,72
18.10.2025 22:15;18.10.2025 22:30;95,86;96,49;95,90;95,86;95,80;96,66;95,67;75,11;113,46;100,68;84,31;108,80;99,19;-;113,46;113,27;113,27
18.10.2025 22:30;18.10.2025 22:45;96,88;95,53;96,90;96,88;96,81;97,20;96,81;74,64;103,69;98,52;82,62;108,80;98,00;-;112,68;103,35;104,32
18.10.2025 22:45;18.10.2025 23:00;85,41;87,99;85,48;85,41;85,39;85,89;85,34;73,88;94,43;95,87;81,15;108,80;86,22;-;107,38;93,28;98,32
18.10.2025 23:00;18.10.2025 23:15;105,87;100,31;105,80;105,76;105,71;105,95;105,75;72,65;108,63;106,66;76,11;103,70;106,73;-;115,00;108,03;108,59
18.10.2025 23:15;18.10.2025 23:30;96,35;93,68;96,35;96,35;96,24;96,35;96,35;72,09;96,35;105,25;75,12;103,70;96,35;-;109,72;96,35;96,35
18.10.2025 23:30;18.10.2025 23:45;89,31;88,38;89,31;89,31;89,23;89,31;89,31;71,84;89,31;97,27;74,32;103,70;89,31;-;101,62;89,31;89,31
18.10.2025 23:45;19.10.2025 00:00;85,89;85,94;85,89;85,89;85,82;85,89;85,89;71,30;85,89;96,33;72,81;103,70;85,89;-;96,06;85,89;85,89
19.10.2025 00:00;19.10.2025 00:15;103,22;100,28;101,13;102,02;103,07;96,40;102,02;71,08;103,84;137,66;76,61;105,74;103,47;-;106,00;103,98;103,72
19.10.2025 00:15;19.10.2025 00:30;92,00;90,86;92,00;92,00;91,88;92,00;92,00;70,86;92,00;108,35;70,59;105,74;92,00;-;105,98;92,00;92,00
19.10.2025 00:30;19.10.2025 00:45;87,58;86,17;85,82;86,57;87,45;81,85;86,57;70,78;88,10;102,11;65,10;105,74;87,79;-;95,44;88,22;88,00
19.10.2025 00:45;19.10.2025 01:00;86,57;83,27;80,80;83,26;86,45;67,79;83,26;70,71;88,26;97,52;64,93;105,74;87,25;-;95,44;88,66;87,94
19.10.2025 01:00;19.10.2025 01:15;95,65;89,43;90,03;92,44;95,48;77,07;92,44;67,84;97,30;107,56;66,72;100,50;96,32;-;104,00;97,69;96,99
19.10.2025 01:15;19.10.2025 01:30;89,43;85,25;84,99;86,89;89,29;74,76;86,89;67,82;90,73;99,77;66,21;100,50;89,95;-;95,44;91,04;90,48
19.10.2025 01:30;19.10.2025 01:45;84,92;82,20;80,43;83,24;84,81;69,62;82,26;67,80;93,12;97,52;64,85;100,50;80,00;-;95,44;91,77;87,99
19.10.2025 01:45;19.10.2025 02:00;80,34;79,30;75,58;78,53;80,26;63,97;77,48;67,78;91,76;97,52;66,01;100,50;72,95;-;91,76;89,67;84,39
19.10.2025 02:00;19.10.2025 02:15;86,43;83,96;82,59;84,93;86,36;73,16;84,06;67,07;96,75;98,04;72,64;98,34;79,60;-;98,44;94,79;90,00
19.10.2025 02:15;19.10.2025 02:30;81,50;79,95;75,45;79,15;81,44;61,00;77,79;67,05;96,57;97,53;69,69;98,34;75,47;-;98,34;93,47;88,00
19.10.2025 02:30;19.10.2025 02:45;81,72;78,43;72,52;78,25;81,65;51,01;76,23;67,04;92,14;98,47;68,58;98,34;78,53;-;92,14;90,76;86,73
19.10.2025 02:45;19.10.2025 03:00;79,52;75,76;67,50;75,04;79,46;39,89;72,43;67,03;86,70;97,53;67,75;98,34;81,68;-;86,70;86,36;84,60
19.10.2025 03:00;19.10.2025 03:15;83,07;77,12;71,29;76,24;82,92;44,00;76,24;66,68;95,44;97,53;63,85;96,70;77,40;-;95,44;94,10;88,45
19.10.2025 03:15;19.10.2025 03:30;80,58;74,17;66,00;72,15;80,44;32,33;72,15;66,67;93,98;97,53;62,84;96,70;75,08;-;93,98;92,78;86,69
19.10.2025 03:30;19.10.2025 03:45;81,52;74,07;65,91;72,57;81,36;30,20;72,57;66,78;90,56;97,53;60,75;96,70;79,84;-;90,56;90,56;86,52
19.10.2025 03:45;19.10.2025 04:00;83,39;75,36;67,07;74,10;83,21;30,00;74,10;66,77;88,59;102,94;60,48;96,70;85,00;-;89,62;89,62;87,39
19.10.2025 04:00;19.10.2025 04:15;83,59;74,86;67,77;74,24;83,44;31,87;74,24;67,63;90,43;97,52;56,33;96,26;83,73;-;90,99;90,99;88,00
19.10.2025 04:15;19.10.2025 04:30;82,35;74,75;66,45;72,89;82,22;30,07;72,89;67,63;94,01;102,81;58,28;96,26;78,71;-;94,01;93,42;88,17
19.10.2025 04:30;19.10.2025 04:45;84,09;75,77;67,62;74,30;83,95;30,00;74,30;67,62;95,44;103,64;59,47;96,26;80,88;-;95,44;95,00;89,90
19.10.2025 04:45;19.10.2025 05:00;82,82;75,48;66,68;73,25;82,69;29,94;73,25;67,62;92,16;106,46;60,92;96,26;81,08;-;92,16;92,16;88,00
19.10.2025 05:00;19.10.2025 05:15;82,37;74,56;65,63;75,99;82,21;28,01;72,28;67,20;91,02;106,01;53,47;96,89;81,40;-;91,27;91,27;87,45
19.10.2025 05:15;19.10.2025 05:30;81,29;74,07;63,10;74,37;81,16;22,57;70,34;67,18;90,53;106,93;57,51;96,89;84,22;-;90,53;90,53;88,00
19.10.2025 05:30;19.10.2025 05:45;85,62;76,59;66,27;78,26;85,48;23,16;73,97;67,16;95,44;106,00;61,13;96,89;88,74;-;95,44;95,44;92,75
19.10.2025 05:45;19.10.2025 06:00;84,71;76,04;65,10;77,24;84,59;21,43;72,90;67,14;95,81;105,59;61,70;96,89;88,10;-;95,44;95,44;92,64
19.10.2025 06:00;19.10.2025 06:15;82,50;76,70;66,42;73,26;82,40;29,68;73,26;66,64;95,21;107,88;62,30;100,51;86,16;-;95,21;93,83;91,28
19.10.2025 06:15;19.10.2025 06:30;82,34;77,19;66,36;73,11;82,24;29,94;73,11;66,61;100,00;107,88;62,38;100,51;87,00;-;100,00;97,01;94,13
19.10.2025 06:30;19.10.2025 06:45;85,14;79,11;68,00;75,20;85,04;29,03;75,20;66,58;107,91;107,88;63,95;100,51;90,91;-;107,91;103,47;100,12
19.10.2025 06:45;19.10.2025 07:00;91,02;81,58;70,27;79,00;90,89;23,03;79,00;66,57;116,64;108,11;65,73;100,51;97,61;-;116,64;111,89;107,97
19.10.2025 07:00;19.10.2025 07:15;85,55;79,96;68,64;76,46;85,46;30,20;75,32;66,81;110,94;97,52;66,97;108,90;92,33;-;108,91;108,91;103,51
19.10.2025 07:15;19.10.2025 07:30;87,77;81,85;69,06;77,69;87,67;26,57;76,43;66,80;118,11;105,32;67,93;108,90;95,86;-;116,64;116,64;109,53
19.10.2025 07:30;19.10.2025 07:45;83,49;80,53;67,23;75,09;83,44;30,20;73,58;66,81;116,64;97,52;73,45;108,90;93,02;-;116,64;115,21;108,14
19.10.2025 07:45;19.10.2025 08:00;84,21;80,39;68,27;77,94;84,18;31,87;74,60;66,86;107,13;97,27;76,40;108,90;90,90;-;107,13;102,99;100,25
19.10.2025 08:00;19.10.2025 08:15;98,73;88,30;78,43;86,82;98,62;32,33;86,46;67,67;124,98;106,93;77,54;106,00;105,48;-;120,00;120,00;116,20
19.10.2025 08:15;19.10.2025 08:30;95,56;85,58;76,14;86,30;95,47;31,87;83,88;67,73;114,19;101,50;77,67;106,00;100,68;-;114,19;111,50;108,27
19.10.2025 08:30;19.10.2025 08:45;81,87;77,11;66,41;76,16;81,83;31,01;72,65;67,65;89,82;97,52;74,66;106,00;84,52;-;95,44;89,87;87,75
19.10.2025 08:45;19.10.2025 09:00;72,47;71,20;59,64;67,51;72,45;30,20;64,84;67,38;76,39;97,41;67,29;106,00;74,12;-;90,79;77,28;75,70
19.10.2025 09:00;19.10.2025 09:15;96,86;85,10;77,98;86,83;96,78;35,01;85,95;71,22;104,60;99,56;81,50;97,00;99,71;-;107,80;105,28;102,82
19.10.2025 09:15;19.10.2025 09:30;82,82;77,21;66,72;73,54;82,79;30,02;73,54;68,51;87,74;107,88;76,64;97,00;84,90;-;96,38;88,86;86,87
19.10.2025 09:30;19.10.2025 09:45;74,43;70,78;60,32;66,29;74,39;28,15;66,29;67,75;78,74;97,34;66,08;97,00;76,26;-;85,91;79,73;77,98
19.10.2025 09:45;19.10.2025 10:00;59,62;60,29;44,24;57,13;59,60;6,00;53,41;66,73;64,98;95,63;56,57;97,00;61,93;-;85,91;66,14;64,02
19.10.2025 10:00;19.10.2025 10:15;81,51;72,80;62,22;70,32;81,46;16,79;70,32;66,88;87,33;96,33;70,15;95,00;84,00;-;97,44;88,75;86,36
19.10.2025 10:15;19.10.2025 10:30;69,96;66,99;52,60;68,72;69,96;4,31;65,79;66,43;76,67;96,14;68,31;95,00;72,92;-;95,44;78,18;75,53
19.10.2025 10:30;19.10.2025 10:45;67,72;63,94;51,24;67,21;67,72;12,42;58,17;65,90;72,69;77,00;66,13;95,00;69,85;-;82,03;73,91;71,87
19.10.2025 10:45;19.10.2025 11:00;59,36;55,28;41,66;59,36;59,35;0,01;49,10;57,95;64,69;61,35;57,96;95,00;61,64;-;81,09;66,00;63,81
19.10.2025 11:00;19.10.2025 11:15;74,05;66,92;55,93;74,05;74,04;8,54;67,10;65,27;80,42;76,41;71,38;86,12;76,82;-;92,00;81,89;79,34
19.10.2025 11:15;19.10.2025 11:30;66,20;59,46;46,97;66,20;66,19;1,52;54,99;58,40;72,00;68,34;64,64;86,12;68,68;-;88,00;73,42;71,03
19.10.2025 11:30;19.10.2025 11:45;60,03;57,26;49,05;60,03;60,01;23,09;53,63;54,86;63,34;61,25;57,06;86,12;61,44;-;86,13;64,15;62,79
19.10.2025 11:45;19.10.2025 12:00;40,92;41,94;33,24;40,92;40,84;15,10;36,44;51,56;43,23;41,77;30,25;86,12;41,90;-;85,86;43,80;42,85
19.10.2025 12:00;19.10.2025 12:15;54,36;51,42;45,97;54,36;54,34;26,21;49,50;51,08;56,73;55,29;51,66;65,03;55,44;-;80,00;57,51;56,47
19.10.2025 12:15;19.10.2025 12:30;40,05;41,77;38,95;40,05;40,00;36,34;39,41;46,24;40,37;40,18;32,67;65,03;40,20;-;80,00;40,47;40,33
19.10.2025 12:30;19.10.2025 12:45;28,00;31,76;28,00;28,00;27,96;28,00;28,00;38,83;28,00;28,00;21,51;65,03;28,00;-;80,00;28,00;28,00
19.10.2025 12:45;19.10.2025 13:00;15,86;21,47;15,86;15,86;15,85;15,86;15,86;29,13;15,86;15,86;15,15;65,03;15,86;-;70,22;15,86;15,86
19.10.2025 13:00;19.10.2025 13:15;24,08;26,42;24,08;24,08;24,04;24,08;24,08;32,48;24,08;24,08;19,36;46,22;24,08;-;86,87;24,08;24,08
19.10.2025 13:15;19.10.2025 13:30;21,25;22,62;17,94;21,25;21,22;10,34;19,29;29,91;22,19;21,60;17,20;46,22;21,68;-;80,00;22,51;22,11
19.10.2025 13:30;19.10.2025 13:45;19,78;20,86;14,91;19,78;19,75;3,71;16,89;29,99;21,16;20,29;16,31;46,22;20,40;-;81,09;21,62;21,03
19.10.2025 13:45;19.10.2025 14:00;16,07;22,61;14,24;16,07;16,05;10,03;14,99;36,74;16,59;48,11;13,36;46,22;16,31;-;80,00;16,76;16,54
19.10.2025 14:00;19.10.2025 14:15;11,68;18,30;10,20;11,68;11,68;6,86;10,86;40,23;12,10;29,30;11,40;45,08;11,87;-;82,63;12,24;12,06
19.10.2025 14:15;19.10.2025 14:30;22,67;27,63;19,21;22,67;22,64;11,36;20,75;43,04;23,66;53,78;18,57;45,08;23,12;-;85,86;23,98;23,56
19.10.2025 14:30;19.10.2025 14:45;44,71;42,11;34,54;44,71;44,68;11,43;39,05;49,20;47,61;59,62;41,23;45,08;46,02;-;87,00;48,57;47,34
19.10.2025 14:45;19.10.2025 15:00;65,81;58,31;52,94;65,81;65,81;23,72;58,65;54,18;69,47;74,01;64,26;45,08;67,47;-;86,48;70,69;69,13
19.10.2025 15:00;19.10.2025 15:15;40,06;41,87;30,42;40,06;40,04;8,38;34,56;54,17;42,85;49,99;38,78;80,00;41,34;-;65,00;43,76;42,59
19.10.2025 15:15;19.10.2025 15:30;68,89;64,23;53,85;68,89;68,89;10,96;67,04;58,18;74,94;84,73;67,27;80,00;71,76;-;74,94;76,71;74,30
19.10.2025 15:30;19.10.2025 15:45;73,10;68,43;56,17;73,10;73,08;5,29;73,10;63,98;80,42;101,15;69,90;80,00;76,58;-;80,00;82,52;79,64
19.10.2025 15:45;19.10.2025 16:00;85,04;76,30;65,33;85,04;84,98;6,06;85,04;66,03;93,57;110,23;73,94;80,00;89,10;-;90,58;96,01;92,66
19.10.2025 16:00;19.10.2025 16:15;59,06;61,00;44,98;50,68;60,06;12,21;50,68;61,18;63,48;107,89;60,06;98,80;60,94;-;64,49;64,49;62,76
19.10.2025 16:15;19.10.2025 16:30;79,39;72,49;58,73;70,01;78,36;6,60;70,01;66,23;86,71;107,88;71,54;98,80;82,54;-;88,16;88,31;85,50
19.10.2025 16:30;19.10.2025 16:45;100,59;84,23;74,36;84,99;100,51;13,34;84,99;66,83;108,81;105,52;84,25;98,80;104,08;-;101,91;110,70;107,48
19.10.2025 16:45;19.10.2025 17:00;120,68;95,18;87,84;97,10;120,53;10,39;101,02;67,66;137,92;115,41;89,79;98,80;120,48;-;116,64;149,46;175,13
19.10.2025 17:00;19.10.2025 17:15;86,07;80,62;64,62;74,43;86,07;14,00;73,38;68,18;99,38;108,68;84,02;117,90;96,17;-;99,38;102,29;102,15
19.10.2025 17:15;19.10.2025 17:30;100,01;91,98;71,67;86,88;99,97;3,66;83,30;69,46;123,00;146,20;90,47;117,90;119,22;-;118,21;128,01;129,99
19.10.2025 17:30;19.10.2025 17:45;113,61;104,22;89,99;93,82;113,52;25,76;104,10;69,85;141,90;162,99;94,34;117,90;132,26;-;128,80;152,19;170,50
19.10.2025 17:45;19.10.2025 18:00;124,60;113,03;110,08;103,26;124,52;7,96;164,16;69,99;155,78;147,44;106,12;117,90;136,07;-;131,98;168,53;190,73
19.10.2025 18:00;19.10.2025 18:15;121,05;98,80;82,35;99,90;120,98;15,86;104,74;70,87;128,91;117,77;104,66;122,08;118,68;-;122,97;137,47;161,99
19.10.2025 18:15;19.10.2025 18:30;118,14;105,81;89,75;101,15;118,10;25,20;102,68;70,94;141,30;154,52;106,11;122,08;132,04;-;126,65;151,06;169,50
19.10.2025 18:30;19.10.2025 18:45;99,57;102,80;83,75;89,52;99,57;41,40;90,60;70,13;136,22;174,70;97,18;122,08;125,69;-;131,98;151,89;187,22
19.10.2025 18:45;19.10.2025 19:00;91,99;104,40;88,20;86,85;92,00;71,63;89,98;69,89;133,34;180,94;92,70;122,08;120,81;-;133,34;153,42;204,67
19.10.2025 19:00;19.10.2025 19:15;102,07;107,28;86,20;96,44;98,66;56,23;125,01;70,49;130,98;171,99;99,58;121,69;122,81;-;130,98;148,21;205,25
19.10.2025 19:15;19.10.2025 19:30;87,49;99,62;76,67;86,94;87,50;64,50;86,95;68,99;124,55;176,02;88,04;121,69;113,97;-;131,22;145,40;207,80
19.10.2025 19:30;19.10.2025 19:45;83,00;96,20;77,16;83,00;83,01;70,00;83,44;68,67;118,13;162,99;83,38;121,69;106,77;-;133,34;138,16;196,87
19.10.2025 19:45;19.10.2025 20:00;69,92;88,32;73,65;69,92;69,91;75,85;72,59;67,63;108,88;148,87;69,63;121,69;92,86;-;131,98;131,98;196,86
19.10.2025 20:00;19.10.2025 20:15;87,08;94,84;84,25;70,96;70,96;70,00;86,91;68,56;128,96;162,99;70,92;115,20;113,56;-;131,98;140,92;177,74
19.10.2025 20:15;19.10.2025 20:30;72,06;90,10;74,17;70,40;70,40;74,04;73,36;67,76;128,90;148,39;70,33;115,20;98,19;-;130,98;140,00;189,95
19.10.2025 20:30;19.10.2025 20:45;73,99;85,97;75,85;72,18;72,18;75,00;75,14;67,39;107,25;125,33;72,22;115,20;87,91;-;126,65;126,65;184,83
19.10.2025 20:45;19.10.2025 21:00;68,88;79,99;69,16;67,86;67,85;69,50;69,67;66,71;101,98;106,94;67,24;115,20;77,76;-;120,45;120,45;181,31
19.10.2025 21:00;19.10.2025 21:15;86,81;91,85;84,83;73,92;73,92;75,92;85,59;66,36;123,31;138,81;72,99;110,02;104,72;-;131,98;131,98;164,33
19.10.2025 21:15;19.10.2025 21:30;71,66;85,38;71,36;71,19;71,17;67,66;71,19;65,98;128,93;121,80;68,14;110,02;91,79;-;130,98;127,36;153,09
19.10.2025 21:30;19.10.2025 21:45;69,48;74,91;63,66;66,06;66,02;46,54;66,06;65,39;90,49;107,29;61,05;110,02;81,41;-;128,28;101,99;131,24
