timestamp;value;datetime
1760666400000;90.59;2025-10-17 02:00:00
1760670000000;94.51;2025-10-17 03:00:00
1760673600000;107.91;2025-10-17 04:00:00
1760677200000;129.49;2025-10-17 05:00:00
1760680800000;144.84;2025-10-17 06:00:00
1760684400000;129.02;2025-10-17 07:00:00
1760688000000;117.18;2025-10-17 08:00:00
1760691600000;99.04;2025-10-17 09:00:00
1760695200000;88.14;2025-10-17 10:00:00
1760698800000;86.72;2025-10-17 11:00:00
1760702400000;87.81;2025-10-17 12:00:00
1760706000000;88.64;2025-10-17 13:00:00
1760709600000;95.0;2025-10-17 14:00:00
1760713200000;117.17;2025-10-17 15:00:00
1760716800000;129.31;2025-10-17 16:00:00
1760720400000;130.69;2025-10-17 17:00:00
1760724000000;116.99;2025-10-17 18:00:00
1760727600000;104.05;2025-10-17 19:00:00
1760731200000;102.18;2025-10-17 20:00:00
1760734800000;92.5;2025-10-17 21:00:00
1760738400000;94.62;2025-10-17 22:00:00
1760742000000;89.86;2025-10-17 23:00:00
1760745600000;89.81;2025-10-18 00:00:00
1760749200000;88.34;2025-10-18 01:00:00
1760752800000;88.35;2025-10-18 02:00:00
1760756400000;88.32;2025-10-18 03:00:00
1760760000000;91.96;2025-10-18 04:00:00
1760763600000;109.47;2025-10-18 05:00:00
1760767200000;114.54;2025-10-18 06:00:00
1760770800000;102.24;2025-10-18 07:00:00
1760774400000;91.47;2025-10-18 08:00:00
1760778000000;80.79;2025-10-18 09:00:00
1760781600000;73.94;2025-10-18 10:00:00
1760785200000;67.53;2025-10-18 11:00:00
1760788800000;72.3;2025-10-18 12:00:00
1760792400000;83.5;2025-10-18 13:00:00
1760796000000;96.55;2025-10-18 14:00:00
1760799600000;120.64;2025-10-18 15:00:00
1760803200000;133.24;2025-10-18 16:00:00
1760806800000;124.82;2025-10-18 17:00:00
1760810400000;113.0;2025-10-18 18:00:00
1760814000000;92.55;2025-10-18 19:00:00
1760817600000;95.58;2025-10-18 20:00:00
1760821200000;94.35;2025-10-18 21:00:00
1760824800000;92.34;2025-10-18 22:00:00
1760828400000;87.59;2025-10-18 23:00:00
1760832000000;82.29;2025-10-19 00:00:00
1760835600000;82.14;2025-10-19 01:00:00
1760839200000;83.21;2025-10-19 02:00:00
1760842800000;83.5;2025-10-19 03:00:00
1760846400000;85.25;2025-10-19 04:00:00
1760850000000;85.26;2025-10-19 05:00:00
1760853600000;87.16;2025-10-19 06:00:00
1760857200000;78.43;2025-10-19 07:00:00
1760860800000;69.64;2025-10-19 08:00:00
1760864400000;60.3;2025-10-19 09:00:00
1760868000000;34.57;2025-10-19 10:00:00
1760871600000;20.3;2025-10-19 11:00:00
1760875200000;36.22;2025-10-19 12:00:00
1760878800000;66.77;2025-10-19 13:00:00
1760882400000;89.93;2025-10-19 14:00:00
1760886000000;106.07;2025-10-19 15:00:00
1760889600000;107.69;2025-10-19 16:00:00
1760893200000;85.62;2025-10-19 17:00:00
1760896800000;75.5;2025-10-19 18:00:00
1760900400000;73.15;2025-10-19 19:00:00
1760904000000;74.74;2025-10-19 20:00:00
1760907600000;60.86;2025-10-19 21:00:00
1760911200000;70.04;2025-10-19 22:00:00
1760914800000;63.98;2025-10-19 23:00:00
1760918400000;60.98;2025-10-20 00:00:00
1760922000000;60.0;2025-10-20 01:00:00
1760925600000;60.6;2025-10-20 02:00:00
1760929200000;74.81;2025-10-20 03:00:00
1760932800000;76.25;2025-10-20 04:00:00
1760936400000;91.87;2025-10-20 05:00:00
1760940000000;125.1;2025-10-20 06:00:00
1760943600000;92.19;2025-10-20 07:00:00
1760947200000;73.15;2025-10-20 08:00:00
1760950800000;69.94;2025-10-20 09:00:00
1760954400000;60.29;2025-10-20 10:00:00
1760958000000;65.27;2025-10-20 11:00:00
1760961600000;76.09;2025-10-20 12:00:00
1760965200000;97.14;2025-10-20 13:00:00
1760968800000;119.51;2025-10-20 14:00:00
1760972400000;131.12;2025-10-20 15:00:00
1760976000000;125.09;2025-10-20 16:00:00
1760979600000;103.0;2025-10-20 17:00:00
1760983200000;82.29;2025-10-20 18:00:00
1760986800000;76.25;2025-10-20 19:00:00
1760990400000;68.38;2025-10-20 20:00:00
1760994000000;51.0;2025-10-20 21:00:00
1760997600000;;2025-10-20 22:00:00
1761001200000;;2025-10-20 23:00:00
1761004800000;;2025-10-21 00:00:00
1761008400000;;2025-10-21 01:00:00
1761012000000;;2025-10-21 02:00:00
1761015600000;;2025-10-21 03:00:00
1761019200000;;2025-10-21 04:00:00
1761022800000;;2025-10-21 05:00:00
1761026400000;;2025-10-21 06:00:00
1761030000000;;2025-10-21 07:00:00
1761033600000;;2025-10-21 08:00:00
1761037200000;;2025-10-21 09:00:00
1761040800000;;2025-10-21 10:00:00
1761044400000;;2025-10-21 11:00:00
1761048000000;;2025-10-21 12:00:00
1761051600000;;2025-10-21 13:00:00
1761055200000;;2025-10-21 14:00:00
1761058800000;;2025-10-21 15:00:00
1761062400000;;2025-10-21 16:00:00
1761066000000;;2025-10-21 17:00:00
1761069600000;;2025-10-21 18:00:00
1761073200000;;2025-10-21 19:00:00
1761076800000;;2025-10-21 20:00:00
1761080400000;;2025-10-21 21:00:00
1761084000000;87.84;2025-10-21 22:00:00
1761087600000;87.49;2025-10-21 23:00:00
1761091200000;85.41;2025-10-22 00:00:00
1761094800000;89.35;2025-10-22 01:00:00
1761098400000;89.5;2025-10-22 02:00:00
1761102000000;90.18;2025-10-22 03:00:00
1761105600000;99.39;2025-10-22 04:00:00
1761109200000;100.18;2025-10-22 05:00:00
1761112800000;113.76;2025-10-22 06:00:00
1761116400000;125.72;2025-10-22 07:00:00
1761120000000;105.73;2025-10-22 08:00:00
1761123600000;91.21;2025-10-22 09:00:00
1761127200000;87.1;2025-10-22 10:00:00
1761130800000;86.0;2025-10-22 11:00:00
1761134400000;93.46;2025-10-22 12:00:00
1761138000000;110.66;2025-10-22 13:00:00
1761141600000;135.0;2025-10-22 14:00:00
1761145200000;198.05;2025-10-22 15:00:00
1761148800000;296.48;2025-10-22 16:00:00
1761152400000;279.76;2025-10-22 17:00:00
1761156000000;185.31;2025-10-22 18:00:00
1761159600000;133.95;2025-10-22 19:00:00
1761163200000;122.07;2025-10-22 20:00:00
1761166800000;108.09;2025-10-22 21:00:00
1761170400000;101.38;2025-10-22 22:00:00
1761174000000;98.74;2025-10-22 23:00:00
1761177600000;95.07;2025-10-23 00:00:00
1761181200000;79.92;2025-10-23 01:00:00
1761184800000;71.0;2025-10-23 02:00:00
1761188400000;67.52;2025-10-23 03:00:00
1761192000000;72.25;2025-10-23 04:00:00
1761195600000;82.28;2025-10-23 05:00:00
1761199200000;90.0;2025-10-23 06:00:00
1761202800000;83.02;2025-10-23 07:00:00
1761206400000;79.7;2025-10-23 08:00:00
1761210000000;69.6;2025-10-23 09:00:00
1761213600000;66.1;2025-10-23 10:00:00
1761217200000;64.11;2025-10-23 11:00:00
1761220800000;63.54;2025-10-23 12:00:00
1761224400000;75.61;2025-10-23 13:00:00
1761228000000;85.5;2025-10-23 14:00:00
1761231600000;98.12;2025-10-23 15:00:00
1761235200000;114.93;2025-10-23 16:00:00
1761238800000;107.91;2025-10-23 17:00:00
1761242400000;87.71;2025-10-23 18:00:00
1761246000000;82.81;2025-10-23 19:00:00
1761249600000;77.66;2025-10-23 20:00:00
1761253200000;60.08;2025-10-23 21:00:00
1761256800000;;2025-10-23 22:00:00
1761260400000;;2025-10-23 23:00:00
1761264000000;;2025-10-24 00:00:00
1761267600000;;2025-10-24 01:00:00
1761271200000;;2025-10-24 02:00:00
1761274800000;;2025-10-24 03:00:00
1761278400000;;2025-10-24 04:00:00
1761282000000;;2025-10-24 05:00:00
1761285600000;;2025-10-24 06:00:00
1761289200000;;2025-10-24 07:00:00
1761292800000;;2025-10-24 08:00:00
1761296400000;;2025-10-24 09:00:00
1761300000000;;2025-10-24 10:00:00
1761303600000;;2025-10-24 11:00:00
1761307200000;;2025-10-24 12:00:00
1761310800000;;2025-10-24 13:00:00
1761314400000;;2025-10-24 14:00:00
1761318000000;;2025-10-24 15:00:00
1761321600000;;2025-10-24 16:00:00
1761325200000;;2025-10-24 17:00:00
1761328800000;;2025-10-24 18:00:00
1761332400000;;2025-10-24 19:00:00
1761336000000;;2025-10-24 20:00:00
1761339600000;;2025-10-24 21:00:00
1761343200000;;2025-10-24 22:00:00
1761346800000;;2025-10-24 23:00:00
1761350400000;;2025-10-25 00:00:00
1761354000000;;2025-10-25 01:00:00
1761357600000;;2025-10-25 02:00:00
1761361200000;;2025-10-25 03:00:00
1761364800000;;2025-10-25 04:00:00
1761368400000;;2025-10-25 05:00:00
1761372000000;;2025-10-25 06:00:00
1761375600000;;2025-10-25 07:00:00
1761379200000;;2025-10-25 08:00:00
1761382800000;;2025-10-25 09:00:00
1761386400000;;2025-10-25 10:00:00
1761390000000;;2025-10-25 11:00:00
1761393600000;;2025-10-25 12:00:00
1761397200000;;2025-10-25 13:00:00
1761400800000;;2025-10-25 14:00:00
1761404400000;;2025-10-25 15:00:00
1761408000000;;2025-10-25 16:00:00
1761411600000;;2025-10-25 17:00:00
1761415200000;;2025-10-25 18:00:00
1761418800000;;2025-10-25 19:00:00
1761422400000;;2025-10-25 20:00:00
1761426000000;;2025-10-25 21:00:00
1761429600000;;2025-10-25 22:00:00
1761433200000;;2025-10-25 23:00:00
1761436800000;;2025-10-26 00:00:00
1761440400000;;2025-10-26 01:00:00
1761444000000;;2025-10-26 02:00:00
1761447600000;;2025-10-26 03:00:00
1761451200000;;2025-10-26 04:00:00
1761454800000;;2025-10-26 05:00:00
1761458400000;;2025-10-26 06:00:00
1761462000000;;2025-10-26 07:00:00
1761465600000;;2025-10-26 08:00:00
1761469200000;;2025-10-26 09:00:00
1761472800000;;2025-10-26 10:00:00
1761476400000;;2025-10-26 11:00:00
1761480000000;;2025-10-26 12:00:00
1761483600000;;2025-10-26 13:00:00
1761487200000;;2025-10-26 14:00:00
1761490800000;;2025-10-26 15:00:00
1761494400000;;2025-10-26 16:00:00
1761498000000;;2025-10-26 17:00:00
1761501600000;;2025-10-26 18:00:00
1761505200000;;2025-10-26 19:00:00
1761508800000;;2025-10-26 20:00:00
1761512400000;;2025-10-26 21:00:00
1761516000000;;2025-10-26 22:00:00
