id;userID;datum;uhrzeit;accountID;batchID;type;marginRate;amount;accountBalance;instrument;units;positionFill;reason;orderID;gainQuoteHomeConversionFactor;lossQuoteHomeConversionFactor;price;fullVWAP;pl;halfSpreadCost
232;37633556;2025-11-20;13:47:40.732805;101-011-37633556-002;231;ORDER_FILL;;;102524.7902;EUR_USD;2800000.0;;MARKET_ORDER_POSITION_CLOSEOUT;231;0.863595338145;0.872274688277;1.15223;1.15223;2006.9956;170.1153
200;37633556;2025-11-20;09:00:17.778971;101-011-37633556-002;199;ORDER_FILL;;;99856.1307;EUR_USD;-99879.0;;MARKET_ORDER_POSITION_CLOSEOUT;199;0.863644060791;0.872323900598;1.15205;1.15205;-23.5242;3.9012
209;37633556;2025-11-20;09:45:23.481996;101-011-37633556-002;209;MARKET_ORDER;;;;EUR_USD;-1000000.0;DEFAULT;CLIENT_ORDER;;;;;;;
208;37633556;2025-11-20;09:44:42.385165;101-011-37633556-002;207;ORDER_FILL;;;99773.4227;EUR_USD;-99803.0;;MARKET_ORDER_POSITION_CLOSEOUT;207;0.863460441185;0.872138435569;1.15229;1.15229;-29.5943;4.3304
207;37633556;2025-11-20;09:44:42.385165;101-011-37633556-002;207;MARKET_ORDER;;;;EUR_USD;-99803.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
206;37633556;2025-11-20;09:30:25.336719;101-011-37633556-002;205;ORDER_FILL;;;99803.017;EUR_USD;99803.0;;MARKET_ORDER;205;0.863284389659;0.871960614681;1.15263;1.15263;0.0;4.7625
204;37633556;2025-11-20;09:30:10.590250;101-011-37633556-002;203;ORDER_FILL;;;99803.017;EUR_USD;99856.0;;MARKET_ORDER_POSITION_CLOSEOUT;203;0.863295624344;0.871971962277;1.15261;1.15261;-53.1137;4.3319
203;37633556;2025-11-20;09:30:10.590250;101-011-37633556-002;203;MARKET_ORDER;;;;EUR_USD;99856.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
202;37633556;2025-11-20;09:00:37.456802;101-011-37633556-002;201;ORDER_FILL;;;99856.1307;EUR_USD;-99856.0;;MARKET_ORDER;201;0.863674048042;0.872354189228;1.152;1.152;0.0;4.7672
201;37633556;2025-11-20;09:00:37.456802;101-011-37633556-002;201;MARKET_ORDER;;;;EUR_USD;-99856.0;DEFAULT;CLIENT_ORDER;;;;;;;
199;37633556;2025-11-20;09:00:17.778971;101-011-37633556-002;199;MARKET_ORDER;;;;EUR_USD;-99879.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
211;37633556;2025-11-20;09:53:51.587578;101-011-37633556-002;211;MARKET_ORDER;;;;EUR_USD;1000000.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
198;37633556;2025-11-20;08:33:47.955246;101-011-37633556-002;197;ORDER_FILL;;;99879.6549;EUR_USD;99879.0;;MARKET_ORDER;197;0.863520391292;0.87219898819;1.15232;1.15232;0.0;5.2009
197;37633556;2025-11-20;08:33:47.955246;101-011-37633556-002;197;MARKET_ORDER;;;;EUR_USD;99879.0;DEFAULT;CLIENT_ORDER;;;;;;;
196;37633556;2025-11-20;08:19:15.899001;101-011-37633556-002;195;ORDER_FILL;;;99879.6549;EUR_USD;-99964.0;;MARKET_ORDER_POSITION_CLOSEOUT;195;0.864199142942;0.872884561464;1.15131;1.15131;-84.6393;3.907
195;37633556;2025-11-20;08:19:15.899001;101-011-37633556-002;195;MARKET_ORDER;;;;EUR_USD;-99964.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
194;37633556;2025-11-20;06:53:38.504182;101-011-37633556-002;193;ORDER_FILL;;;99964.2942;EUR_USD;99964.0;;MARKET_ORDER;193;0.863546621029;0.872225481542;1.15228;1.15228;0.0;4.7717
193;37633556;2025-11-20;06:53:38.504182;101-011-37633556-002;193;MARKET_ORDER;;;;EUR_USD;99964.0;DEFAULT;CLIENT_ORDER;;;;;;;
192;37633556;2025-11-20;06:53:04.962223;101-011-37633556-002;191;ORDER_FILL;;;99964.2942;EUR_USD;-100510.0;;MARKET_ORDER_POSITION_CLOSEOUT;191;0.863651558189;0.872331473347;1.15203;1.15203;-537.4664;4.7983
191;37633556;2025-11-20;06:53:04.962223;101-011-37633556-002;191;MARKET_ORDER;;;;EUR_USD;-100510.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
210;37633556;2025-11-20;09:45:23.481996;101-011-37633556-002;209;ORDER_FILL;;;99773.4227;EUR_USD;-1000000.0;;MARKET_ORDER;209;0.863535379843;0.872214127379;1.15218;1.15218;0.0;52.0725
205;37633556;2025-11-20;09:30:25.336719;101-011-37633556-002;205;MARKET_ORDER;;;;EUR_USD;99803.0;DEFAULT;CLIENT_ORDER;;;;;;;
212;37633556;2025-11-20;09:53:51.587578;101-011-37633556-002;211;ORDER_FILL;;;99372.326;EUR_USD;1000000.0;;MARKET_ORDER_POSITION_CLOSEOUT;211;0.86327315322;0.871949265313;1.15264;1.15264;-401.0967;43.3806
222;37633556;2025-11-20;13:15:01.625239;101-011-37633556-002;221;ORDER_FILL;;;101203.5286;EUR_USD;-2800000.0;;MARKET_ORDER;221;0.864285469301;0.872971755425;1.15118;1.15118;0.0;133.7688
231;37633556;2025-11-20;13:47:40.732805;101-011-37633556-002;231;MARKET_ORDER;;;;EUR_USD;2800000.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
230;37633556;2025-11-20;13:32:33.491783;101-011-37633556-002;229;ORDER_FILL;;;100517.7946;EUR_USD;-2800000.0;;MARKET_ORDER;229;0.862861408666;0.871533382622;1.15306;1.15306;0.0;169.9707
229;37633556;2025-11-20;13:32:33.491783;101-011-37633556-002;229;MARKET_ORDER;;;;EUR_USD;-2800000.0;DEFAULT;CLIENT_ORDER;;;;;;;
213;37633556;2025-11-20;09:54:33.861762;101-011-37633556-002;213;MARKET_ORDER;;;;EUR_USD;-2800000.0;DEFAULT;CLIENT_ORDER;;;;;;;
227;37633556;2025-11-20;13:32:25.198765;101-011-37633556-002;227;MARKET_ORDER;;;;EUR_USD;-2800000.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
226;37633556;2025-11-20;13:30:53.250253;101-011-37633556-002;225;ORDER_FILL;;;101493.9966;EUR_USD;2800000.0;;MARKET_ORDER;225;0.862752925988;0.871423809666;1.15338;1.15338;0.0;230.6455
225;37633556;2025-11-20;13:30:53.250253;101-011-37633556-002;225;MARKET_ORDER;;;;EUR_USD;2800000.0;DEFAULT;CLIENT_ORDER;;;;;;;
224;37633556;2025-11-20;13:30:34.521702;101-011-37633556-002;223;ORDER_FILL;;;101493.9966;EUR_USD;2800000.0;;MARKET_ORDER_POSITION_CLOSEOUT;223;0.864488220815;0.873176544642;1.15106;1.15106;290.468;218.9458
223;37633556;2025-11-20;13:30:34.521702;101-011-37633556-002;223;MARKET_ORDER;;;;EUR_USD;2800000.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
228;37633556;2025-11-20;13:32:25.198765;101-011-37633556-002;227;ORDER_FILL;;;100517.7946;EUR_USD;-2800000.0;;MARKET_ORDER_POSITION_CLOSEOUT;227;0.862936242272;0.871608968325;1.15298;1.15298;-976.202;145.7018
221;37633556;2025-11-20;13:15:01.625239;101-011-37633556-002;221;MARKET_ORDER;;;;EUR_USD;-2800000.0;DEFAULT;CLIENT_ORDER;;;;;;;
219;37633556;2025-11-20;13:14:50.656733;101-011-37633556-002;219;MARKET_ORDER;;;;EUR_USD;-2800000.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
218;37633556;2025-11-20;13:12:54.243359;101-011-37633556-002;217;ORDER_FILL;;;101961.2418;EUR_USD;2800000.0;;MARKET_ORDER;217;0.864116585586;0.872801174385;1.15153;1.15153;0.0;158.0595
220;37633556;2025-11-20;13:14:50.656733;101-011-37633556-002;219;ORDER_FILL;;;101203.5286;EUR_USD;-2800000.0;;MARKET_ORDER_POSITION_CLOSEOUT;219;0.864255441599;0.872941425937;1.15122;1.15122;-757.7132;145.9245
217;37633556;2025-11-20;13:12:54.243359;101-011-37633556-002;217;MARKET_ORDER;;;;EUR_USD;2800000.0;DEFAULT;CLIENT_ORDER;;;;;;;
216;37633556;2025-11-20;13:12:32.285159;101-011-37633556-002;215;ORDER_FILL;;;101961.2418;EUR_USD;2800000.0;;MARKET_ORDER_POSITION_CLOSEOUT;215;0.864124091191;0.872808755424;1.15153;1.15153;2588.9158;182.3779
215;37633556;2025-11-20;13:12:32.285159;101-011-37633556-002;215;MARKET_ORDER;;;;EUR_USD;2800000.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
214;37633556;2025-11-20;09:54:33.861762;101-011-37633556-002;213;ORDER_FILL;;;99372.326;EUR_USD;-2800000.0;;MARKET_ORDER;213;0.863224472381;0.871900095219;1.1526;1.1526;0.0;133.6046
189;37633556;2025-11-19;08:11:17.198274;101-011-37633556-002;188;ORDER_FILL;;;100510.0492;EUR_USD;100510.0;;MARKET_ORDER;188;0.859162170408;0.86779696609;1.15816;1.15816;0.0;4.7734
188;37633556;2025-11-19;08:11:17.198274;101-011-37633556-002;188;MARKET_ORDER;;;;EUR_USD;100510.0;DEFAULT;CLIENT_ORDER;;;;;;;
190;37633556;2025-11-19;22:00:00;101-011-37633556-002;190;DAILY_FINANCING;;;100501.7606;;;;;;;;;;;
177;37633556;2025-11-14;07:20:33.113732;101-011-37633556-002;176;ORDER_FILL;;;99492.5894;EUR_USD;-99492.0;;MARKET_ORDER;176;0.854598085269;0.863187010749;1.16424;1.16424;0.0;4.2726
166;37633556;2025-11-14;06:51:04.975056;101-011-37633556-002;166;MARKET_ORDER;;;;EUR_USD;99591.0;DEFAULT;CLIENT_ORDER;;;;;;;
167;37633556;2025-11-14;06:51:04.975056;101-011-37633556-002;166;ORDER_FILL;;;99591.4486;EUR_USD;99591.0;;MARKET_ORDER;166;0.855200395974;0.863795374828;1.16352;1.16352;0.0;4.2799
168;37633556;2025-11-14;06:51:32.031876;101-011-37633556-002;168;MARKET_ORDER;;;;EUR_USD;-99591.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
169;37633556;2025-11-14;06:51:32.031876;101-011-37633556-002;168;ORDER_FILL;;;99575.9628;EUR_USD;-99591.0;;MARKET_ORDER_POSITION_CLOSEOUT;168;0.855259203453;0.863854773337;1.16334;1.16334;-15.4858;4.2802
170;37633556;2025-11-14;06:51:44.356410;101-011-37633556-002;170;MARKET_ORDER;;;;EUR_USD;-99575.0;DEFAULT;CLIENT_ORDER;;;;;;;
171;37633556;2025-11-14;06:51:44.356410;101-011-37633556-002;170;ORDER_FILL;;;99575.9628;EUR_USD;-99575.0;;MARKET_ORDER;170;0.855233474707;0.863828786011;1.16337;1.16337;0.0;4.7073
172;37633556;2025-11-14;07:19:59.364567;101-011-37633556-002;172;MARKET_ORDER;;;;EUR_USD;-99488.0;DEFAULT;CLIENT_ORDER;;;;;;;
173;37633556;2025-11-14;07:19:59.364567;101-011-37633556-002;172;ORDER_FILL;;;99575.9628;EUR_USD;-99488.0;;MARKET_ORDER;172;0.854605426483;0.863194425744;1.16422;1.16422;0.0;5.127
174;37633556;2025-11-14;07:20:16.915802;101-011-37633556-002;174;MARKET_ORDER;;;;EUR_USD;199063.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
175;37633556;2025-11-14;07:20:16.915802;101-011-37633556-002;174;ORDER_FILL;;;99492.5894;EUR_USD;199063.0;;MARKET_ORDER_POSITION_CLOSEOUT;174;0.854645798968;0.863235203983;1.16428;1.16428;-83.3734;9.4041
176;37633556;2025-11-14;07:20:33.113732;101-011-37633556-002;176;MARKET_ORDER;;;;EUR_USD;-99492.0;DEFAULT;CLIENT_ORDER;;;;;;;
186;37633556;2025-11-14;12:27:41.465382;101-011-37633556-002;186;MARKET_ORDER;;;;EUR_USD;-993873.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
179;37633556;2025-11-14;07:53:53.152605;101-011-37633556-002;178;ORDER_FILL;;;99546.189;EUR_USD;99492.0;;MARKET_ORDER_POSITION_CLOSEOUT;178;0.855130572107;0.863724849214;1.16361;1.16361;53.5996;3.8478
180;37633556;2025-11-14;07:56:13.201879;101-011-37633556-002;180;MARKET_ORDER;;;;EUR_USD;99546.0;DEFAULT;CLIENT_ORDER;;;;;;;
181;37633556;2025-11-14;07:56:13.201879;101-011-37633556-002;180;ORDER_FILL;;;99546.189;EUR_USD;99546.0;;MARKET_ORDER;180;0.855226122761;0.863821360176;1.16348;1.16348;0.0;3.8503
182;37633556;2025-11-14;10:55:11.171138;101-011-37633556-002;182;MARKET_ORDER;;;;EUR_USD;-99546.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
183;37633556;2025-11-14;10:55:11.171138;101-011-37633556-002;182;ORDER_FILL;;;99387.7298;EUR_USD;-99546.0;;MARKET_ORDER_POSITION_CLOSEOUT;182;0.85651077716;0.865118925674;1.16164;1.16164;-158.4592;4.2845
184;37633556;2025-11-14;10:55:36.343698;101-011-37633556-002;184;MARKET_ORDER;;;;EUR_USD;993873.0;DEFAULT;CLIENT_ORDER;;;;;;;
185;37633556;2025-11-14;10:55:36.343698;101-011-37633556-002;184;ORDER_FILL;;;99387.7298;EUR_USD;993873.0;;MARKET_ORDER;184;0.856532896647;0.865141267468;1.16172;1.16172;0.0;51.3338
187;37633556;2025-11-14;12:27:41.465382;101-011-37633556-002;186;ORDER_FILL;;;100510.0492;EUR_USD;-993873.0;;MARKET_ORDER_POSITION_CLOSEOUT;186;0.855483480689;0.864081304616;1.16304;1.16304;1122.3194;38.4532
178;37633556;2025-11-14;07:53:53.152605;101-011-37633556-002;178;MARKET_ORDER;;;;EUR_USD;99492.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
152;37633556;2025-11-12;08:23:31.612216;101-011-37633556-002;152;MARKET_ORDER;;;;EUR_USD;-1.0;REDUCE_ONLY;POSITION_CLOSEOUT;;;;;;;
154;37633556;2025-11-12;08:24:14.077780;101-011-37633556-002;154;MARKET_ORDER;;;;EUR_USD;-99000.0;DEFAULT;CLIENT_ORDER;;;;;;;
153;37633556;2025-11-12;08:23:31.612216;101-011-37633556-002;152;ORDER_FILL;;;99738.5404;EUR_USD;-1.0;;MARKET_ORDER_POSITION_CLOSEOUT;152;0.858906302392;0.867538526536;1.15839;1.15839;0.0;0.0001
155;37633556;2025-11-12;08:24:14.077780;101-011-37633556-002;154;ORDER_FILL;;;99738.5404;EUR_USD;-99000.0;;MARKET_ORDER;154;0.858924837911;0.867557248342;1.15837;1.15837;0.0;4.7003
