Date,Price,Returns
2014-10-01,38.95292282104492,
2014-10-02,38.83412170410156,-0.003049863998374369
2014-10-03,39.11417007446289,0.007211399616429359
2014-10-06,39.11417007446289,0.0
2014-10-07,38.6389274597168,-0.012150139293288342
2014-10-08,39.69974136352539,0.027454538041061127
2014-10-09,38.91048431396485,-0.019880659733609196
2014-10-10,37.36595916748047,-0.0396943182208106
2014-10-13,37.04348373413086,-0.008630192842212892
2014-10-14,37.1113510131836,0.00183209763800396
2014-10-15,36.67855453491211,-0.011662105163397163
2014-10-16,36.27120208740234,-0.011106011473872024
2014-10-17,37.02650451660156,0.02082374957905131
2014-10-20,37.408390045166016,0.010313842301620024
2014-10-21,38.08729553222656,0.018148481830970287
2014-10-22,37.66299819946289,-0.01114012761564187
2014-10-23,38.20613098144531,0.01442085887867961
2014-10-24,39.14810562133789,0.024655064925313885
2014-10-27,38.961421966552734,-0.004768651045107153
2014-10-28,39.4536361694336,0.01263337368188
2014-10-29,39.56394577026367,0.0027959298949364886
2014-10-30,39.08021926879883,-0.012226447389087625
2014-10-31,39.84402084350586,0.01954445468827859
2014-11-03,40.25985336303711,0.010436509938705818
2014-11-04,40.37017440795898,0.00274022470790114
2014-11-05,40.61628723144531,0.006096402284499813
2014-11-06,41.32914733886719,0.01755108987091214
2014-11-07,41.31216812133789,-0.00041082912720358244
2014-11-10,41.49038314819336,0.0043138628389589595
2014-11-11,41.47340393066406,-0.00040923260382175197
2014-11-12,41.39703750610352,-0.0018413348633792292
2014-11-13,42.101409912109375,0.017015043791527296
2014-11-14,42.07595443725586,-0.0006046228595825154
2014-11-17,41.97412490844727,-0.002420135922535871
2014-11-18,41.62397766113281,-0.008341978494565194
2014-11-19,41.17990493774414,-0.010668675805179828
2014-11-20,41.589820861816406,0.009954270770949458
2014-11-21,40.97493362426758,-0.01478456085665314
2014-11-24,40.64188003540039,-0.008128227660384457
2014-11-25,40.53939437866211,-0.002521676080166846
2014-11-26,40.77851104736328,0.005898377920194875
2014-11-28,40.82976150512695,0.0012568006150137645
2014-12-01,41.5214958190918,0.01694191414461188
2014-12-02,41.384857177734375,-0.003290792845054402
2014-12-03,41.060340881347656,-0.007841426031580334
