Date,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI
2014-10-01,108.40667724609376,383.614990234375,1.262833595275879,1214.5999755859375,38.88016128540039,16804.7109375
2014-10-02,107.9719009399414,375.0719909667969,1.2624191045761108,1214.199951171875,38.76156997680664,16801.05078125
2014-10-03,109.87621307373048,359.5119934082031,1.2670577764511108,1192.199951171875,39.04110336303711,17009.689453125
2014-10-04,,328.8659973144531,,,,
2014-10-05,,320.510009765625,,,,
2014-10-06,109.7892608642578,330.0790100097656,1.2513607740402222,1206.699951171875,39.04110336303711,16991.91015625
2014-10-07,107.23279571533205,336.18701171875,1.264606237411499,1211.699951171875,38.56675720214844,16719.390625
2014-10-08,108.6762466430664,352.94000244140625,1.266800880432129,1205.300048828125,39.62557601928711,16994.220703125
2014-10-09,106.7458267211914,365.0260009765625,1.2743074893951416,1224.5999755859375,38.83781051635742,16659.25
2014-10-10,105.65019989013672,361.56201171875,1.2689067125320437,1221.0,37.296146392822266,16544.099609375
2014-10-11,,362.2990112304688,,,,
2014-10-12,,378.5490112304688,,,,
2014-10-13,104.73715209960938,390.41400146484375,1.263982892036438,1229.300048828125,36.97426223754883,16321.0703125
2014-10-14,106.33712768554688,400.8699951171875,1.272394061088562,1233.5999755859375,37.04203796386719,16315.1904296875
2014-10-15,104.5110855102539,394.7730102539063,1.2639029026031494,1244.0999755859375,36.61003494262695,16141.740234375
2014-10-16,104.59806060791016,382.5559997558594,1.2821663618087769,1240.5,36.20343780517578,16117.240234375
2014-10-17,107.16322326660156,383.7579956054688,1.280442476272583,1238.300048828125,36.95734024047852,16380.41015625
2014-10-18,,391.4419860839844,,,,
2014-10-19,,389.5459899902344,,,,
2014-10-20,108.09362030029295,382.8450012207031,1.274957299232483,1244.0,37.33852005004883,16399.669921875
2014-10-21,110.5370635986328,386.4750061035156,1.2795250415802002,1251.0,38.01615905761719,16614.810546875
2014-10-22,105.60672760009766,383.1579895019531,1.2714719772338867,1244.800048828125,37.59263610839844,16461.3203125
2014-10-23,106.1110610961914,358.4169921875,1.2641425132751465,1228.5,38.1347541809082,16677.900390625
2014-10-24,106.29366302490234,358.3450012207031,1.2654062509536743,1231.199951171875,39.074989318847656,16805.41015625
2014-10-25,,347.27099609375,,,,
2014-10-26,,354.7040100097656,,,,
2014-10-27,106.1893081665039,352.989013671875,1.2676681280136108,1229.0999755859375,38.88863754272461,16817.939453125
2014-10-28,107.48494720458984,357.6180114746094,1.270147681236267,1229.199951171875,39.37992858886719,17005.75
2014-10-29,107.02408599853516,335.59100341796875,1.273836612701416,1224.300048828125,39.49004364013672,16974.310546875
2014-10-30,107.66754913330078,345.30499267578125,1.2632802724838257,1198.0999755859375,39.00722885131836,17195.419921875
2014-10-31,108.6153793334961,338.3210144042969,1.2613362073898315,1171.0999755859375,39.76957702636719,17390.51953125
2014-11-01,,325.7489929199219,,,,
2014-11-02,,325.8919982910156,,,,
2014-11-03,109.58926391601562,327.5539855957031,1.250312566757202,1169.4000244140625,40.18463516235352,17366.240234375
2014-11-04,109.42403411865234,330.49200439453125,1.2495938539505005,1167.4000244140625,40.29475784301758,17383.83984375
2014-11-05,108.64563751220705,339.4859924316406,1.255256414413452,1145.4000244140625,40.54039764404297,17484.529296875
2014-11-06,108.9604949951172,349.2900085449219,1.2480031251907349,1142.300048828125,41.25192260742188,17554.470703125
2014-11-07,108.8468017578125,342.4150085449219,1.238006830215454,1169.5999755859375,41.23500061035156,17573.9296875
2014-11-08,,345.4880065917969,,,,
2014-11-09,,363.2640075683594,,,,
2014-11-10,109.0129852294922,366.9240112304688,1.246137022972107,1159.5999755859375,41.41288375854492,17613.740234375
2014-11-11,109.6427001953125,367.6950073242188,1.242992639541626,1162.800048828125,41.39593505859375,17614.900390625
2014-11-12,110.08875274658205,423.5610046386719,1.2475829124450684,1158.9000244140625,41.3197021484375,17612.19921875
2014-11-13,112.4152374267578,420.7349853515625,1.242992639541626,1161.0999755859375,42.02275085449219,17652.7890625
2014-11-14,112.703857421875,397.8179931640625,1.2475982904434204,1185.0,41.997352600097656,17634.740234375
2014-11-15,,376.1329956054688,,,,
2014-11-16,,387.8819885253906,,,,
2014-11-17,112.31902313232422,387.4079895019531,1.251846432685852,1183.0,41.89570617675781,17647.75
2014-11-18,114.2781982421875,375.197998046875,1.2448959350585938,1196.699951171875,41.54620742797852,17687.8203125
2014-11-19,115.1091079711914,380.5549926757813,1.253337025642395,1193.5999755859375,41.10297393798828,17685.73046875
2014-11-20,115.18781280517578,357.8399963378906,1.2540757656097412,1190.699951171875,41.512115478515625,17719.0
2014-11-21,116.13238525390624,350.8479919433594,1.2545005083084106,1197.5,40.89837646484375,17810.060546875
2014-11-22,,352.9200134277344,,,,
2014-11-23,,367.572998046875,,,,
2014-11-24,117.7329559326172,376.9010009765625,1.2375012636184692,1195.5,40.56595230102539,17817.900390625
2014-11-25,117.90788269042967,375.3479919433594,1.2433171272277832,1197.0999755859375,40.46366500854492,17814.939453125
2014-11-26,117.8816375732422,368.3699951171875,1.24806547164917,1196.5999755859375,40.70234298706055,17827.75
2014-11-27,,369.6700134277344,1.2505940198898315,,,
2014-11-28,117.51429748535156,376.4469909667969,1.246199131011963,1175.199951171875,40.75348281860352,17828.240234375
2014-11-29,,375.4909973144531,,,,
2014-11-30,,378.0469970703125,,,,
2014-12-01,115.79129791259766,379.2449951171875,1.2438275814056396,1218.0,41.44393157958984,17776.80078125
2014-12-02,115.69508361816406,381.3150024414063,1.247007131576538,1199.199951171875,41.30754852294922,17879.55078125
2014-12-03,115.42395782470705,375.010009765625,1.2388503551483154,1208.5,40.98363876342773,17912.619140625
2014-12-04,114.85546875,369.60400390625,1.231663703918457,1207.5,41.63146209716797,17900.099609375
2014-12-05,115.63387298583984,376.85400390625,1.2386661767959597,1190.0999755859375,41.273433685302734,17958.7890625
2014-12-06,,374.7850036621094,,,,
2014-12-07,,375.0950012207031,,,,
2014-12-08,113.94583892822266,361.9089965820313,1.2294074296951294,1194.699951171875,40.65972518920898,17852.48046875
2014-12-09,113.403564453125,352.218994140625,1.2315119504928589,1231.5,40.56595230102539,17801.19921875
2014-12-10,109.0129852294922,346.364990234375,1.2394952774047852,1228.9000244140625,39.97780227661133,17533.150390625
2014-12-11,107.90219116210938,350.5060119628906,1.2473959922790527,1225.0999755859375,40.20792388916016,17596.33984375
2014-12-12,105.62818145751952,352.5419921875,1.2394952774047852,1222.0,40.02041244506836,17280.830078125
2014-12-13,,347.3760070800781,,,,
2014-12-14,,351.6319885253906,,,,
2014-12-15,106.77393341064452,345.3450012207031,1.2463544607162476,1207.199951171875,39.78173065185547,17180.83984375
2014-12-16,108.67185974121094,327.06201171875,1.2443537712097168,1193.9000244140625,38.494606018066406,17068.869140625
2014-12-17,109.38031005859376,319.7760009765625,1.2512043714523315,1194.300048828125,38.98899841308594,17356.869140625
2014-12-18,109.91382598876952,311.39599609375,1.233897686004639,1194.699951171875,40.50627899169922,17778.150390625
2014-12-19,110.40361785888672,317.8429870605469,1.229044795036316,1195.9000244140625,40.62562561035156,17804.80078125
2014-12-20,,329.9559936523437,,,,
2014-12-21,,320.8429870605469,,,,
2014-12-22,112.14410400390624,331.885986328125,1.2225985527038574,1179.699951171875,40.89837646484375,17959.439453125
2014-12-23,113.7271957397461,334.5719909667969,1.2223743200302124,1177.9000244140625,41.29903030395508,18024.169921875
2014-12-24,114.78549194335938,322.53399658203125,1.217492938041687,1173.5,41.034767150878906,18030.2109375
2014-12-25,,319.00799560546875,1.2198543548583984,,,
2014-12-26,115.12657928466795,327.92401123046875,1.2210012674331665,1195.300048828125,40.81314086914063,18053.7109375
2014-12-27,,315.8630065917969,,,,
2014-12-28,,317.239013671875,,,,
2014-12-29,115.70380401611328,312.6700134277344,1.216944694519043,1181.699951171875,40.44662094116211,18038.23046875
2014-12-30,115.30149841308594,310.73699951171875,1.215347409248352,1200.199951171875,40.08008193969727,17983.0703125
2014-12-31,113.68344116210938,320.1929931640625,1.2162047624588013,1183.9000244140625,39.59420776367188,17823.0703125
2015-01-01,,314.2489929199219,1.2098628282546997,,,
2015-01-02,113.65721130371094,315.0320129394531,1.2089413404464722,1186.0,39.85846328735352,17832.990234375
2015-01-03,,281.0820007324219,,,,
2015-01-04,,264.19500732421875,,,,
2015-01-05,112.87004852294922,274.4739990234375,1.194643259048462,1203.9000244140625,39.49192428588867,17501.650390625
2015-01-06,111.54060363769533,286.1889953613281,1.193901538848877,1219.300048828125,38.91228866577149,17371.640625
2015-01-07,113.27236938476562,294.3370056152344,1.1875356435775757,1210.5999755859375,39.406681060791016,17584.51953125
2015-01-08,115.2752685546875,283.3489990234375,1.1836000680923462,1208.4000244140625,40.56595230102539,17907.869140625
2015-01-09,115.04785919189452,290.4079895019531,1.1796069145202637,1216.0,40.2249755859375,17737.369140625
2015-01-10,,274.7959899902344,,,,
2015-01-11,,265.6600036621094,,,,
2015-01-12,114.46185302734376,267.7959899902344,1.187070369720459,1232.699951171875,39.722076416015625,17640.83984375
2015-01-13,114.72425842285156,225.86099243164065,1.1831519603729248,1234.300048828125,39.51749038696289,17613.6796875
2015-01-14,114.03330993652344,178.10299682617188,1.1778285503387451,1234.4000244140625,39.1765251159668,17427.08984375
2015-01-15,113.82340240478516,209.843994140625,1.178592085838318,1264.699951171875,38.76737594604492,17320.7109375
2015-01-16,114.38317108154295,208.0970001220703,1.1637378931045532,1276.9000244140625,39.41520309448242,17511.5703125
2015-01-17,,199.25999450683597,,,,
2015-01-18,,210.3390045166016,,,,
2015-01-19,,214.86099243164065,1.1566041707992554,,,
2015-01-20,114.76798248291016,211.31500244140625,1.1597968339920044,1294.199951171875,39.54306411743164,17515.23046875
2015-01-21,115.80879974365234,226.89700317382807,1.154694437980652,1293.699951171875,39.14243316650391,17554.279296875
2015-01-22,118.63384246826172,233.406005859375,1.161534547805786,1300.699951171875,40.17384719848633,17813.98046875
2015-01-23,117.74171447753906,232.8789978027344,1.1346745491027832,1292.5999755859375,40.21648788452149,17672.599609375
2015-01-24,,247.8470001220703,,,,
2015-01-25,,253.71800231933597,,,,
2015-01-26,117.2606430053711,273.4729919433594,1.1125450134277344,1279.4000244140625,40.07155990600586,17678.69921875
2015-01-27,115.8700180053711,263.4750061035156,1.1247708797454834,1291.699951171875,36.36359786987305,17387.2109375
2015-01-28,122.13231658935548,233.9149932861328,1.1367381811141968,1285.9000244140625,35.11056900024414,17191.369140625
2015-01-29,129.2517547607422,233.51300048828125,1.1281461715698242,1254.5999755859375,35.809532165527344,17416.849609375
2015-01-30,127.14389038085938,226.4250030517578,1.13355553150177,1278.5,34.43716812133789,17164.94921875
2015-01-31,,217.4640045166016,,,,
2015-02-01,,226.9720001220703,,,,
2015-02-02,127.92228698730467,238.22900390625,1.1309019327163696,1276.199951171875,35.18727111816406,17361.0390625
2015-02-03,128.86692810058594,227.26800537109372,1.1341726779937744,1259.699951171875,35.46004867553711,17666.400390625
2015-02-04,128.76193237304688,226.85299682617188,1.145737886428833,1263.800048828125,35.66463088989258,17673.01953125
2015-02-05,129.9689178466797,217.11099243164065,1.131874680519104,1262.0,36.18458938598633,17884.880859375
2015-02-06,129.4441680908203,222.26600646972656,1.147196888923645,1233.9000244140625,36.15048599243164,17824.2890625
2015-02-07,,227.7539978027344,,,,
2015-02-08,,223.41200256347656,,,,
2015-02-09,129.07684326171875,220.1100006103516,1.1314393281936646,1240.800048828125,36.10788345336914,17729.2109375
2015-02-10,129.4791259765625,219.8390045166016,1.1326953172683716,1231.5999755859375,36.312442779541016,17868.759765625
2015-02-11,130.17434692382812,219.18499755859372,1.1321951150894165,1219.0,36.12492370605469,17862.140625
2015-02-12,130.32395935058594,221.76400756835935,1.131196141242981,1220.0999755859375,36.73012924194336,17972.380859375
2015-02-13,131.76722717285156,235.427001953125,1.140393853187561,1226.5,37.39500045776367,18019.349609375
2015-02-14,,257.3210144042969,,,,
2015-02-15,,234.8249969482422,,,,
2015-02-16,,233.84300231933597,1.1400039196014404,,,
2015-02-17,131.93441772460938,243.6100006103516,1.1334012746810913,1208.0999755859375,37.41216278076172,18047.580078125
2015-02-18,133.0344696044922,236.3260040283203,1.1404719352722168,1199.699951171875,37.3692512512207,18029.849609375
2015-02-19,135.3049774169922,240.2830047607422,1.1400039196014404,1207.0999755859375,37.343482971191406,17985.76953125
